id,eng,afr,xho,ssw,nbl,tsn,nso,ven,tso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_multilingual_engineering_and_construction_terminology_0,absorption field,absorpsieveld,ummandla wofunxolindle / isitamkoko,indzawokumunya,ubumunyelosilaphazo / indawo yokumunyela isilaphazo,matlhatlhaganyane a bomunelo,bomonego / lefelomonego,vhunwelelo,vutswongelo,,,plumbing,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_1,abutment,steunmuur,intsika yebhulorho,sisekeli / sisimisi,isisekelibhlorho,lokganedi,sethekgi,luvhondothikhaburoho,khumbinseketelo,,,retaining wall,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_2,access chamber,toegangskamer,umngxuma wokungena kwikholbhethi,umgodzilungeno / umgodziluhlolo,umgodi wokuhlola amaphayiphi,mokgothwana,moletephihlelelo / mokotiphihlelelo,mulondotswikelelo,muhochomfikelelo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_3,acrow prop,teleskopiese staalstut,intsika yexeshana,sisimisi sesikhashana / sisekeli sesikhashana / siphakamisi sesikhashana,isisekelimakhiwo sesikhatjhana / isika yesikhatjhana,matshego,sethekgisebakanyana,thikhopheleledzo,phuphuxikhafula,,,temporary support,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_4,actuator,drywer / aandrywer,isiduduli,sisundvuti,isikhambisi,setsamaisi,sesepediši,akutshuweitha,xifambisi / xilawuri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_5,aerospace engineering,ruimte-ingenieurswese / ruimtevaartingenieurswese,ubunjineli ngezophapho,bunjiniyela betindizamshini / bunjiniyela betihambamoyeni,ubunjiniyere bezeemphaphamtjhini / ubunjiniyere bezaboflayi,boenjenere jwa difofane,boentšenerephofo,vhuinzhiniara ha zwa vhuendatshikhalani,vunjhiniyara bya swa vuhahi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_6,aggregate,aggregaat / toeslag / amatshe okwenza ukhonkolo,ikonkriti,tinhlobonhlobo telukhetse / tinhlobonhlobo teluhhayematje / tinhlobonhlobo tekucoliseka kwematje,amatjana wekhonkhridi,konkereitetswakwa,lekgwara,thombwana,xipfanganisiwandzinganelo / xihlanganisiwandzinganelo,,,concrete,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_7,agricultural engineering,landbouingenieurswese / landbou-ingenieurswese,ubunjineli ngezolimo,bunjiniyela betekulima,ubunjiniyere bezokulima,boenjenere jwa temothuo,boentšeneretemothuo,vhuinzhiniara ha zwa vhulimivhufuwi,vunjhiniyara bya swa vurimivufuwi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_8,airbrick,lugsteen,isitena esineentunja,sitini sekungenisa umoya,isitina esingenisa ummoya,setenarobana,setenamoya / eporiki,tshidinatseramuya / tshidinapfukisamuya,xitinamoya,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_9,air-conditioner condenser,lugversorgerkondensator,isiguqulisimo somoya / isihuhuzimoya,siguculisimo semoya / sintjintjisimo semoya,isitjhubisimrhwamuko sesiphehlimmoya,sekomotisamowa,sefetošamoya,tshilangutshilangamufhe,khondensara ya xilawulamoya,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_10,air conditioning,lugversorging,ulawulomoya / uguqulomoya / ulungisomoya,kugucuka kwemoya / kuntjintja kwemoya,ukulawulwa kwezingakutjhisa,phetolamowa,taolomoya,vhulangamufhe,vulawulamoya,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_11,aircrete,lugbeton,ikonkriti ekhaphukhaphu,luhlobo lwasemende lolula,umhlobo wekhonkhridi elula,konkereitefefo / konkereitetlhofo,samentefefo / ekhiriti,ekhrithi,xitinambevuko,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_12,air duct,luggang / lugkanaal / lugleiding,umjelo womoya,umgudvumoya,iphayiphi lommoya / umrhoswana wommoya,moselemowa / moelamowa,sesepetšamoya,phaiphi ya muya,nsokomoya,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_13,air-entrained concrete,luggevulde beton,ikonkriti yokwakha indlela / ikonkriti eneentunja / ikonkriti efakwe umoya,khonkholomabhamuta / khonkholotikhala,ikhonkhridi enamabhamuza,konkereitekgopamowa,khonkhoritsenywamoya,khonkhirithi ya phore,khonkhireti ya swimbyarumbyaru,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_14,alcove,alkoof,igolongxa,umkhoco,umrhohlomela / i-alkhovu,logabo,leobo / alekhoufu,alkhouvu,nkovotlaxikhaviso / alikhovhu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_15,anchor,anker,iankile,sibophi / sibopheleli,isibopheleli / i-ankere,lomapo / tshetledi,sebofagantšhi / enkhara,tshiṱanganyi / tshiṱumanyi,xitiyiso / xibohelo,,,for stability,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_16,ant cap,mierskerm / mierskut,isithintelimbovane,sivimbelincangozi / sivimbelimuhlwa,isivimbelimuhlwa / isikhandelimuhlwa,sekganeladitshoswane,sethibelamohlwa,tshithivhelamutshenzhe / tshipilamutshenzhe,xisivelamuhlwa / xisivelamajenje,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_17,applied engineering,toegepaste ingenieurswese,ubunjineli ngokwamakhondo,bunjiniyela belwentiwomsebenti / bunjiniyela bemakhono,ubunjiniyere bokuphumelelisa amakghono,boenjenere jwa tirisego,boentšeneretirišo / boentšeneretšhomišo,vhuinzhiniara ha zwa mashumisele / vhuinzhiniara ha zwa kushumisele,vunjhiniyara bya swa matirhiselo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_18,arcade,arkade / deurloop,indledlana enophahla / iakheyidi,umhume loneluphahla / i-akheyidi,umrhoswana ofulelweko / i-akheyidi,mogorogoro / akheite,tselanagaremeago / akheiti,akheidi,akhedi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_19,architect,argitek,umyilizakhiwo,umcambisakhiwo / umcambiplani,umtlami wamaplani wemakhiwo,moraladikago,mohlamadipolane / moakhitheke,muakhithekhithi / muaṭshithekhithi,mutshulatipulani wa miako / n'watipulani wa miako,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_20,architectural engineering,argitektoniese ingenieurswese,ubunjineli boyilozakhiwo,bunjiniyela belucambosakhiwo,ubunjiniyere bokutlama imakhiwo,boenjenere jwa boralodikago,boentšeneretlhamopolane,vhuinzhiniara ha muakhithekhithi / vhuinzhiniara ha zwa muatshithekhithi,vunjhiniyara bya swa miako,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_21,architecture,argitektuur / bouwkunde,ubugcisa boyilozakhiwo / inzululwazi ngoyilozakhiwo,buciko bekucamba sakhiwo,ubukghwari bokutlama imakhiwo,boraladikago,boakhitheke / bohlamadipolane,vhutsila ha muolimakone / vhutsila ha vhuolintende / vhuakhithekhithi / vhuatshithekhithi,ntivavutshulatipulani bya miako,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_22,architrave,argitraaf / kosynlys,umhombiso womgubasi,lifremu lelihlotjisiwe / liguseni lelihlotjisiwe,umhlobiso wegoseni / umkghabiso wegoseni,lebalelo la kosene,morumokgabišo / akhithereifi,phendelafureme,xikhavisarimba,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_23,areaway,luggang,indawo yokungena kwigumbi elingaphantsi komhlaba,indlela leya endlini yangaphasi,ubehlelo bomakhiwo ongaphasi,tselanaphetisi,lešobamoya / lešobaseetša,nḓilagodi,mpfutla,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_24,area well,oppervlakteput / terreinput,ungqameko,liguma / umtsangala,isirhodlwana somkhanyo,sekganelammu,sekgobapheko,tshithivhela / tshikhalamvulelo,xivandlanghubelo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_25,arris / arris edge,skerprand / snyrand,uqoqo / umqolo,umngcengcema,umqoqo,mokhutlolo,morumontlhasehloa / arisi,mutalophandi / arisi,mahlanganantontswo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_26,as-built drawing,soos-gebou-tekening / soosgeboutekening,uhlaziyoplani ngokwesakhiwo,lubuyeketo lwesakhiwomdvwebo,amatjhuguluko weplani enziwe emakhiweni / ukubuyekezwa kweplani ngokomakhiwo,thalo-ka-seago,polanephetošwa,nyolonyedzatshifhaṱo,macincwa-hi-ku-akiwa,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_27,ashpit,asput / askuil,isikhongozelithuthu,sikhangetelimlotsa,isibekelelimlotha / isikhongozelimlotha,bolorelo,bowelamolora,tshifaredzamiora / tshifaredzamilora,xihlengeletelankuma,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_28,astragal,astragaal / kraallys,isivingci / isithinteli,sihlanganisitivalo / sihlanganisiminyango,isihlanganisiminyango / i-astragali,sekopanyapati,sekopanyamabati / aseterakale,luvhembaṱhanganyi / astragala,xisivelankhuhlano / asitiragali,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_29,atrium,atrium / binnehof,iathriyam / isingenisikukhanya kwisakhiwo esikhulu,ihholo lengumhubhe,umrhoba wamarhalasi / i-athriyamu,botsenasedi / atheriamo,atheriamo / atriamo / sekgobagadiseyagodimo,athriamu,athiriyamu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_30,attic,solder / solderkamer / dakkamer,isololo / iathiki / igunjana eliseluphahleni,ligumbi leliseluphahleni,ikumba esemfulelweni,athiki,sekgobatlasethulelo / athiki / sekgobatlasetlhaka,vhuralani / athiki,nturukwa / kamaraxinturukwa,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_31,autonomous vehicle,outonome voertuig / selfbestuurvoertuig,imoto eziqhubayo / imoto ezilawulayo,imoto letishayelako / imoto letilawulako,isithuthi esizikhambelako / isikhwelo esizikhambelako / isikhambisi esizitjhayelako,seijesanaga,sefatanagaikotlela,tshiendedziḓilangula,xipandzamanangamatifambisa,,,electrical engineering,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_32,awning window,sonskermvenster / weerskermvenster,ifestile ekhabela phezulu,lifasitelo lelidekukako / lifasitelo leliphakamako,ifesidere elivulekela ngehla,letlhabapheforiba,lefaseterepenoga,fasiṱere ḽa thephuthephu,fasiterepfulelahenhla,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_33,axed arch,gekapte boog,igophe / iatshi,i-ashi / i-akhi,i-atjhi enegobela,seoboketlo,kobitena / sekaboratena,tshiaramokute,aka ya switina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_34,back siphonage,terugheweling / terughewelwerking,ubuyelomva logutyulo,kuncandzeka kwemanti lanekungcola / kubuyela emuva kwemanti lanekungcola,igelezelomva lokusilapheleko,kelelelomorago,kelelomorago,muelelakhumela,nkhulukelandzhaku,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_35,back vent,slukpyp / isikhiphamoya,isithinteli buyelomva logutyulo,liphayiphikuphefumulisa,iphayiphusiphefumulisi,khemisimorago,sethibelakelelomorago,tshibvisamunukho,xisivelankhulukelandzhaku,,,plumbing,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_36,balcony,balkon,ibhalkhoni / iveranda ephezulu,livulande lelisetulu / ibhalikhoni,amathuri aphezulu / amawoba aphezulu,mokatakogodimo,mathudigodimo / palekhone,tshiingamo / baḽikhoni,vhurandantlhandluko / balikhoni,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_37,balloon framed wall,houtraammuur,udonga oluyintsika,luhlakamhhodlelo,ikghokgho / umthelo,kgatlapudula,sethekgamoago,muhanga,khumbixibaluni,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_38,baluster,baluster / styl,intsika emfutshane / ibhalusta,insika lemfishane / ibhalusta,isika efitjhani / ibhalusta,matshegetso / balusta,kokwanalepheko / palusetere,baḽastara,phuphunsirhelelo / balusitara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_39,balustrade,balustrade,ungqameko lokubambelela / ibhalustreyidi,insika yekusima / ibhalustredi,umthangala webhalusta / ibhalustreyidi,maitshegetso,boikokotlelo / palusetereiti,balustradi,xiphuphunsirhelelo / balusitiredi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_40,banister / bannister,baluster,ungqameko lokubambelela kwizitepusi / ibhanista,insika yekubambelela etitepisini / ibhanista,ububambelelo bebhalusta / ibhanista,maitshegetso,seikokotlelo,banistara,xikhomelelonaneko,,,stairway,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_41,barge,barg,ibhaji / isixhasiluphahla,sisekelimngcengcema weluphahla / ibhaji,isisekelimqoqomfulelo,baje,sethekgatlhaka / sethekgathulelo,tshitsireledzi,baji,,,support,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_42,barge board,windveer,ibhodi yebhaji / ibhodi esisikhuselimaplanga,ibhodi lesisekelimngcengcema weluphahla / ibhodi yebhaji,ibhodi yesisekelimqoqomfulelo,botobaje,pototšhireletšo / patšepoto,bodotsireledzi,bajibodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_43,baseboard,vloerlys,isiketingi,siphetsalubondza lesiphasi / siketingi,umphethoboda ophasi / isiketinghi,bototlase / seketing,sekheithing,sketiṅi,xiketin'i / besibodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_44,base course,voetlaag / kroonlaag,isandlalelo sepavmente,siyilo lesimahhadlahhadla,umqinisosisekelo wepheyivimente,boalotlase,boalokgwara,mbembamutheo,khoso ya tshaku,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_45,base shoe,voetlat,umphetho wesiketingi / umqukumbelo wesiketingi / umququmbelo wesiketingi,siphelelisi sesiphetsalubondza / sihlanganisisiphetfo selubondza,isihlanganisi somphethoboda / nomgangadelo / isihlanganisi somphethoboda nefluru,kotadikotlase,seapešasekheithing,phendelasketiṅi,xikhavisatshaku / xisasekisatshaku,,,flooring,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_46,bat,passteen,isitena esicandwe ngokobude,sitini lesiganyuliwe / sitini lesiphunguliwe,isitina esiphunguliweko / ibhethi,setenathwane / bete,setenamankgagane,tshidinakhudanyamulemalema,xitinamangadyana,,,brick,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_47,batt,matras,ifayibhaglasi yokhuselozakhiwo,sivikelisimokushisa,i-insuleyitha emlumani,sebugakago,kobotšhireletšakago,tshilangulamufhiso,nkumbamasirhelelamuako,,,fibreglass,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_48,batten,lat / klamp / strook,iplanga elide elimxinwa,libalelo / lutfungo,ibalelo elincani,lebalelo,palelo,mbalelo,rimbalelo,,,wood,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_49,batter,terughelling / walsskuinste,udonga olulithambeka,sikhalakutjeka kwelubondza,ihlangothi leboda elitjhigamileko,loseka / batha,sekgobatshekamo,mutsheṱo,muceto,,,wall,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_50,bay window,erker / komvenster,ifestile ephumele ngaphandle,lifasitelo leliphumele ngaphandle,ifesidere eliphumele ngaphandle,lerotoga,lefaseterempopotlo / lefaseteretšweledi,fasiṱerebambukwa,fasiteremphohlo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_51,beam,balk,umqadi,insika levundlile,ibhimu,tlhomeso / lerapa,sethekgithapamo / pimo,bimu,bimi,,,support,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_52,bearing wall,dramuur / draagmuur,isisekelisakhiwo,sisekelisakhiwo / sisimisisakhiwo,ibodasisekeli,lerwala,lebotothekgi,luvhondokhwali,khumbi ro rhwala,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_53,berm,berm,induli enguzenzele / uqolo olunguzenzele,lugidzi lwekwentiwa / lusentse lwekwentiwa,umndunduma,potwana / totoma - itirelo,ntotomamaitirelo,ndundumandangamaḓi,xihungutankhukhulo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_54,bevel,swaaihaak / swei,ibhevele,ibheveli,isikwere esivulekako / ibheveli,sebetlakhutlo / bevele,sekweretshekamo / pefele,beveḽe,bevhele,,,instrument,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_55,bifold door,voudeur / opvoudeur,ucango olusongeka kabini,sivalo lesigocekako / sivalogobeka,umnyango obhincekako / ibadi elibhincekako,lebati la mamenopedi,lebatimenegagobedi,vothiphethwakavhili,rivantimpetsekambirhi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_56,billet,knuppellys,ibhilethi / umqadi wesinyithi,ibhilethi,ibhilethi,bilete,pilete,biḽethe,biliti,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_57,bitumen,bitumen,itela / itha / ibhitumeni,tiyela / sikontiyela,isikontiri,nkgotuwe / bitšhumene,sekontiri,tshigonṱiri / bithumene,xikontiri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_58,bleeding,bloei,ungcwengeko,kutomisakufoma kwakhonkholo,ukuphefumula kwekhonkhridi,motswenatsweno,runya,tsitsimo,mpfempfo,,,concrete,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_59,blinding,slytlaag,isandlalelo sesilebhu,sendlalelosiyilo,isilebhesendlalelo / isilebhemleyo,boaletso,boalo,luvhembathangi,khonkiretiandlalelo,,,layer of concrete,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_60,blind nailing,blindbespykering / versteekte bespykering,ukubethelela isikhonkwane sifihlakale,lubetselosipikili lolufihlakele / lubetselosipikili lolungabonakali,ukubethela isipikiri sifihleke / ukubethela isipikiri singabonakali,kokoteloteng,bokokotelwafihlwa,muombelokhunye,nswaswametaxipikiri / ndzondzometaxipikiri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_61,block,blok,ibhloko,ibhulokhi,ibhlogo,boloko,poloko,buḽoko,buloko,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_62,block out,uitblokking,ushiyosikhewu kulwakhiwo,indzawo lengakafaneli kukhonkhwa,isivembelikhonkhridi,bothibelwa,sekgobahlokakhonkoriti,tshikhalatsiedzwa,xivandlankakhonkhireti,,noun,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_63,blotter,monsterneming,ukumbela ukusampula umhlaba / ukumba,kuhlatiya umhlaba / kusampula umhlaba,ukuhlaziya ihlabathi / ukusampula ihlabathi,phato,go bora / poro,vhubwandingo / vhubwelandingo,mbhoramisava,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_64,blueprint,bloudruk,umfanekiso ngqo / umcephe ucandiwe,umfanekisontfo / sitfombentfo,iphephamgwalo,kgatisotheo,kgatišothalwa,pulanendovhololwa,khopi ya pulani,,noun,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_65,blue staking,markering,ukuphawula okungaphantsi komhlaba,kubekisa / kubeka luphawu,ukubekisa kokungaphasi komhlaba,botshwayadikepelwa,tshwaotlhahlo,tsumbathemamveledziso / tswayothemamveledziso,xilemukisaxiyimbelwa,,noun,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_66,bonnet roof,kapdak,uphahla oluneveranda,luphahlajikelele lolusavulande,umfulelo osamathuri,thulelo ya bonete,tlhakatšhollelahlakorenne / thulelotšhollelahlakorenne,ṱhanga ya bashasha / ṱhanga ya bonethe,lwangutlhandlekelano / lwanguxibonete,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_67,boom,kraanarm,ilori esisifunquli,ilorisiphakamisi / silayishi,ilorisigugi,seroritsogwana,loritsogwana,tshiendedzimagagule,xitlakuleri,,,"mounted on e.g. a truck, vehicle",,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_68,boom,sluitboom / sperboom / valboom,umvalo,umcabosilawulititfutsi / umvalosilawulititfutsi,isiqabeliinkoloyi / isivimbeliinkoloyi / isikhandeliinkoloyi,mopakwana,letsogwanapheko,bango / bumu,xihingandlela,,,access control,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_69,bottom plate,onderplaat / bodemplaat,umqadi osisisekelodonga olwahlulayo,likabha lelivundle phasi,ibhimu ebuvundla,papetlatlase,tšhipifasethapamo,bumu ya maalo,mhandziandlalelo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_70,bowstring truss,boogsnaarkap,ikapu elibusaphetha / ikapu elibugophe,luphahlasabutjoki,igobela lekapa,tlhampi ya ditlhomeso,tlhakakobi / tlhakasekabora,ṱhanganyedzavhura,lwanguxivurha / lwanguxipendzana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_71,breaker panel,stroombrekerpaneel,ibhokisi yombane,sigubhu segezi,isigubhu segezi / ibhoksi legezi,bogolaganyetso,lepokisimohlagase,tshibogisinyisedzi,phanelexihangalasi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_72,brick guard,baksteenskerm / baksteenvangnet,isigangizitena,sivimbelititini,isivimbeliintina,sesireletsaditena,sešireletšatena,tshithivhelatshidina,ritavalaswitina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_73,brick ledge,steenlys,isandlalelizitena,sisekelilubondza lwangaphandle,isisekeliintina,bokotamelotena,boalelotena,mutheo wa tshidina / maalo a tshidina,vuandlalelaxitina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_74,brick lintel,baksteenlatei,ilentele,lilenteli lesitini,ilendlela lesitina,llentlele,lentheletena / lenthele,ḽintheḽe ya tshidina,lendleleswitina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_75,brick mould,steenvorm,isivalizikhewu phakathi kodonga nomgubasi / ibhokisi yezitena / iforom yezitena,sivalitikhala / sivalitisele / iforomu,isivaliinkhala / isivalimatjhuba / iforomo,sekabatena / sebopelatena / foromo,morumokgabišo / foromo / sebopatena,tshidinamafanedza / foromo,ridakandzemo / foromo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_76,brick tie,steenbinder,isibambimadonga,sihlanganisitibondza,isihlanganisimaboda / isihlanganisimithangala,segokatena,setlematena,tshivhofhazwidina,xibohaswitina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_77,bridge,brug,ibhulorho,libhuloho,ibhlorho,moratho / motshelakgabo / letsibogo,letšibogo / leporogo / moratho,muratho / biridzhi / buroho,buloho,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_78,bridge deck,brugdek,umphezulu webhulorho,lingetulu lelibhuloho,ilingaphezulu lebhlorho,magetla a moratho / magetla a letsibogo,bogodimoporogo,luṱa lwa buroho,tafula ra buloho,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_79,bridging,stutting,ukuxhasa,kungcingca / kukhonkha,ukuqinisa,tshetlelo,mokgwakgwahlišo / mokgwatiišo,vhukhwaṱhisi,nseketelo,,,stability and load distribution,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_80,buck,bok,isibambelimgubasi,lifremunchanti / sisekelifremu,isisekelifremu,letshegapati,sethekgakoseni,mutheo,rimbatsongo,,,subframe,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_81,building code,boukode,imithetho yezokwakha,imitsetfo yetekwakha yamasipala,imithetjhwana yezokwakha yakwamasipala,khouto ya dikago,melawanakago,mulayo wa kufhaṱele,milawuxikatsa ya vuaki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_82,building paper,boupapier,iphepha lokwakha,liphepha lekwakha,iphepha lokwakha,pampiri ya dikago,pampirikagotšhireletši,bammbiritsireledzi,phepha ro aka,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_83,built-up roof,gelaagde dak / opgeboude dak,uphahla olwalekiweyo,luphahla lolungimibekelo / luphahla lolwendlalekile,umfulelo olakanyeneko / umfulelo omalarhalarha,thulelelogodimo,tlhakagodimo / thulelogodimo,ṱhanganyengedzedzwa / ṱhanganyingwa,lwanguxileyara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_84,butterfly roof,vlinderdak,uphahla olububhabhathane,luphahlasaluvivane,umfulelo osaviyaviyani,thulelorurubele,tlhakarurubele / thulelorurubele,ṱhanganyedzatshisusu,lwanguxiphaphatana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_85,butt joint,stuikvoeg / stootvoeg / stuiklas,ukudibana ngqo / ukuhlangana ngqo,lilunga-ngco / kuhlangana-ngco,isihlanganisipatsi / ijoyinipatsi,molomaganyo,makopanothwii,tshiṱanganyi / tshiṱumanyi,nhlanganisamakun'wini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_86,buttress,steunmuur / beer,isomelezi / isizinzisi,insikalubondza / sisekelalubondza,isisekelimthangala / isisekeliboda,letshegopota,kokwana / leboto,thikhaluvhondo,xiseketelakhumbi,,,reinforcement,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_87,bypass,verbypad / omweg,indlela ecwezelayo / indlela ephephayo,umgwaco logegako,indlela egegedako / indlela ekhamba ngeqadi,tselakekologi / tselakefogi,tselakefogo,badaphambuwi,mpapalato / nceceleto,,,road,,,,,,,,,,,,,,,,,,
