id,eng,afr,zul,xho,ssw,nbl,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info
dsac_natural_science_and_technology_term_list_nguni_languages_1994,retort stand,retortstaander,isisekelisincibikalisi,isiphatho sebhotile entamonde egobileyo / isiphatho serithothi,simisarithothi,isijamisa mtsotsobongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1995,retract,intrek,-hosha / -hoxisa / -monyula / -finyela,ukurhoxisa,hocisa,tsomula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1996,reuse,hergebruik / weer gebruik,-sebenzisa futhi,ukusebenzisa kwakhona,sebentisa busha,sebenzisa godu,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1997,ribbon-shaped,lintvormig,-samdweshu,eburibhoni,saribhoni / -samdvweshu,-nebumbeko leribhoni / -nebumbeko lelende,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1998,riboflavin,riboflavien,isakhamzimba uvithamini B,isakhamzimba esiyiribhoflavin,iribhoflavini,iribhoflavini,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1999,rice,rys,irayisi,irayisi,lilayisi,ireyisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2000,ridge,rif,ukhalo,iqolo,umngcengcema,umbundu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2001,rigid,styf,-ngaguquki,eqinileyo / elukhuni / eyomeleleyo,-lukhuni / -cinile / -nganyikinyiki,-qinileko / -likhuni / -nghanghabeleko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2002,rigidity,styfheid,ukungaguquki / okungaguquguquki,ukuqina / ukomelela,bulukhuni / kucina,ukuqina / ubulukhuni / ukunghanghabala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2003,rim,rand,umkhawulo / irimu / undi,umphetho / udini / irim,irimu,iremu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2004,ring,ring / kring,isikokela / indilinga,isangqa / isazinge,indingilizi / siyingi,ubundulungu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2005,ring magnet,ringmagneet,uzibuthe oyindilinga,isitsalane esimile okwesangqa,tibutse loyindingilizi / tibutse losiyingi,uzibuthe ondulungu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2006,ripe,ryp,-vuthiwe,evuthiweyo,-vutsiwe / -vutfwe,-vuthiweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2007,ripe stigma,ryp stempel,uthi lwesizalo oluvuthiwe,isamkeli-mungu esivuthiweyo,lutsisitalo lolutfombile / stigma lesitfombile,isizalo esivuthiweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2008,ripple,kabbeling / golfie,uqimbana,ilizana / iliza elincinci,ligagasana,iliza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2009,rise,styg,-enyuka / -phakama,nyuka,phakama / sukuma,khuphuka / phakama,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2010,river,rivier,umfula,umlambo,umfula,umlambo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2011,river water,rivierwater,amanzi omfula,amanzi omlambo,emanti emfula,amanzi womlambo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2012,rivet,klinknael,isihlanganisi / isipikili,isikhonkwane sokudibanisa intsimbi / irivithi / ukuribitha,liphini,irivethi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2013,riveting,klinkwerk,-hlanganisa ngerivethi,udibaniso lwentsimbi,kuhlanganisa ngemaphini / kuribitela,ukurivetha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2014,road,pad,umgwaqo,indlela,umgwaco,indlela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2015,roam,ronddwaal / dwaal,-ntunta / -zula / -eluka,ukuzula / ukubhadula / ukuyabula,yaluka / ndzindza / shangasha / khenkhetsa,zulazula / ndinda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2016,robot,robot,irobhothi,irobhothi,lirobothi,irobodo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2017,rock,rots,idwala,ilitye elikhulu,lidvwala,ilitje / idwala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2018,rod,staaf,induku,intonga / uswazi,indvuku,irodo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2019,rodent,knaagdier,okuququdayo,isikrekrethi,lokubhashako / lokucucudzako / macucudza,isiququdi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2020,rolling pin,koekroller,iphini,isiqengqi sentlama / isoluli-ntlama,umphini wekulolonga / irola,iphinisithabalalisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2021,roof,dak,uphahla,uphahla,luphahla,umfulelo / iphahla,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2022,roof tile,dakteël,amathayela,ithayili yophahla,lithayili leluphahla,iphahla lomqebethu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2023,rooster,haan,iqhude,umqhagi,umchudze / lichudze,umkukurumbu / umqude,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2024,root,wortel,impande,ingcambu,imphandze,umrabhu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2025,root hair,wortelhaar,impande enoboya,uboya bengcambu,boyana bemphandze,imirabhuboyana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2026,root system,wortelstelsel,ukuhleleka kwezimpande,imilo-ngcambu,luhlelo lwetimphandze / luchungechunge lwetimphandze,irherho lemirabhu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2027,rope,tou / kabel,intambo / indophi,intambo / intsontelo,intsambo / indilimu,irobho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2028,rose tree,roosboom,imbali / irozi,umthi werowuzi,umrozi / sihlahla semrozi,umuthi wamarowuzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2029,rotary motion,rotasiebeweging / sirkelbeweging,umzungezo / umnyakazo ozungezayo,intshukumo ejikelezayo,umnyakatomjikeleto,umsikinyekomzombe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2030,rotation,rotasie,umzungezo,ukujikeleza,umjikeleto / kujikeleta,ukuzombeleza / ukujikeleza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2031,rotted plant matter,verrotte plantmateriaal,okubolile / okonakele,izinto ezivundileyo / umvundo,kwesitfombo lokubolile / imvundzisa / kwesitjalo lokubolile,okonakeleko kweentjalo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2032,rough,grof,-mahhadlahhadla,erhabaxa,-hhedlako / -mahhadlahhadla,makghwakghwa / maguzuguzu,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2033,rough sand,growwe sand,isihlabathi esimahhadlahhadla,isanti erhabaxa / intlabathi erhabaxa,sihlabatsi lesihhedlako,umarhwatjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2034,round,rond,-sandilinga,-ngqukuva,sandingilizi,-sandulungu,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2035,round-bottomed flask,rondeboomfles,ifulasiki elinesinqe esiyindilinga,iflaski yaselebhu emelana nobushushu,ifulaski leyingula,itjhethe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2036,rowing boat,roeiboot,isikebhe esigwedlayo,iphenyane,sikebhe lesigwedlwako,isikepe esigwedlwako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2037,rub,vryf,-hlikihla,ukuhlikihla / ukukhuhla,shikisha,hlikihla,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2038,rubber,rubber,injoloba,irabha,iraba,iraba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2039,rubber band,rek,isihlilingi,isidibanisi serabha / ibhanti yerabha / irekeni,libhande leraba,iregerana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2040,rubber covering,rubberbedekking,isembozo senjoloba,isigqumathelo serabha,sigocotelo seraba,isigubuzeso seraba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2041,rubber-soled shoes,rubbersoolskoene,isicathulo esinenjoloba ngaphansi,izihlangu ezinesoli yerabha,ticatfulo tesoli yeraba,amanyathelo wesoli yeraba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2042,rubber tube,rubberbuis,ipayipi lenjoloba,ityhubhu yerabha,lishubhu leraba,itjhubhu yeraba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2043,rubbish,afval,udoti / izibi,inkunkuma,tibi / imfucuta / inkhukhuma,iinzibi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2044,rubbish dump,vullishoop / afvalhoop,izala / indawo kadoti,indawo yokulahla inkukuma / itiphu,litala / etaleni,izala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2045,ruler,liniaal,isidwebelisi / irula,irula,irula,irula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2046,ruminant,herkouer,isilwane esetshisayo,isetyisi / isilwanyana esetyisayo,sihlwabuli,isetjisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2047,runner,rank,intandela,isityalo esinabayo / isinabi,umdzandzela,isirarela,,plant,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2048,runner bean / scarlet runner,rankboontjie,ubhontshisi oyintandela,intandela,bhontjisi longumchancela / bhontjisi locancako,ibhontjisi erarelako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2049,rust,roes,ukuthomba,irusi / umhlwa,intfombe / irusi,irusi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2050,sack,sak,isaka,ingxowa,lisaka,umgodla / umsaga,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2051,saddle,saal,indunu yomsundu,ubuni bomsundululu,sikhwamanhlanyelo,isedlhela / isihlalozitho,,earthworm,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2052,safety,veiligheid,ukuphepha,ukhuseleko,kuphepha,ukuphepha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2053,safety measure / precaution,veiligheidsmaatreël,isinyathelo sokuphepha,inyathelo lokhuseleko,lisukuphepha / indlela yekuphepha,isiyeleliso,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2054,sail,seil,-ntweza,ukuhamba ngamanzi,ntjweza,thaya ngesikepe,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2055,salamander,salamander,intulo,icikilishe / icilikishe / uhlobo lwecikilishe / uhlobo lwecilikishe,isalamanda,isalamanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2056,salt / sodium chloride / table salt,sout,usawoti / itswayi,ityuwa / ityiwa,sawoti / luswayi,itswayi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2057,saltpetre,salpeter / kaliumnitraat,uvoyizane,isolpita / isiqholo,umsizi,isalphitha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2058,saltpetre acid,salpetersuur,uketshezi olusasawoti olunenayithrojini,ikhemikhali yesolpita,i-esidi yemsizi,isidlavuzi sesalphitha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2059,saltpetre solution,salpeteroplossing,ingxube yoketshezi olusasawoti olunenayithrojini,umxube wesolpita,umbhubhudlo wemsizi,umruburubu wesalphitha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2060,samp,stampmielies,isitambu,umngqusho,sitambu,isitampa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2061,sample,monster,umfanekiso / isampula,isiboniso / isampuli / isampl,isampula,isifanekisi / isampula,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2062,sand,sand,isihlabathi,isanti / intlabathi,sihlabatsi / isanti,itjhwabatjhwaba / isanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2063,sand casting,sandgieting,ukubumba ngesihlabathi,ukuxutywa kwesinyithi nesanti,kufula,ukuforoma ngesanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2064,sand dune / dune,sandduin / duin,indunduma yesihlabathi,isiduli sesanti,sidvulisanti / sidvulisihlabatsi,indunduma / umbunjwana wetjhwabatjhwaba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2065,sander,skuurder / skuurmasjien,isigandayi,isigudisi / isanda,silolongi,isitjhelelisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2066,sand-filter,sandfilter,isihlungasihlabathi / isisefasihlabathi,isihluzi sesanti,sicwengisihlabatsi / sicwengisanti,umtlhodlhosanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2067,sanding,afskuring,ukukhuhla,ukugudisa,kulolonga,ukurhuhla,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2068,sandpaper,skuurpapier,isikhuhli sephepha / isaniphepha,isigudisi / isanpheypha,isandiphepha / liphephasihhudlo,isikiripampiri / imbapirisirhuhlo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2069,sandstorm,stofstorm,isivunguvungu / isishingishane,uqhwithelo,sivunguvungu,isiwuruwuru sesanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2070,sandy soil,sandgrond,inhlabathi enesihlabathi,umhlaba onesanti / umhlaba onentlabathi,sihlabatsi,itjhwabatjhwaba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2071,sapwood,saphout / spinthout,ixolo / igxolo,inkxozi,ligcolo,amasongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2072,satellite,satelliet,isishwibeyana,isathelayithi,sijikeletamkhatsi / isathelayithi,isathelayidi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2073,saturated,versadig,-ngokuyidadada / -ngokweqisiwe,eyaneleyo / eyeneleyo,-ngasancibilikisi / -ngasatsatsi,-sitjhongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2074,saturated solution,versadigde oplossing,umbhubhudlo oyisidadada / umbhubhudlo oweqisiwe esilinganisweni,umxube owaneleyo / umxube ohluthiyo,umbhubhudlo longasancibilikisi,umruburubu ositjhongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2075,saturation point,versadigingspunt,isidada / isitete,iqondo lokwanela,lizinga lekungasancibiliki,izinga lokubasitjhongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2076,saw,saag,isaha,isarha,lisaha,isarha,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2077,sawdust,saagsels,imvuthu yokusahiwe,imvuthuluka yamaplanga / imbuphu yesarha / isodasti,isodasi,ikafukafu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2078,sawing,saagwerk,ukusaha,ukusarha,kusaha,ukusarha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2079,sawmill,saagmeule,imboni yamapulangwe,umzi-mveliso wamaplanga / ifektri yamaplanga,umsaho,umsarho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2080,scale,skub,izenga lenhlanzi / izenga likafishi,uqweqwe lwentlanzi,likhekheba,ipepha,noun,of fish,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2081,scale,skaal,isilinganisi sebalwazwe,isilinganisi-mgama / isilinganiso,sikalo,isilinganisi,,maps,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2082,scale,weegskaal,isikali,isikali,sikali,isikali,,for weighing,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2083,scale measurement,skaalmeting / skaalafmeting,isikali,umlinganiso,silinganisi / silinganisisikeyili,isijamiselelisilinganiso,,maps,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2084,scatter,strooi,-sakaza / -hlakaza,ukusasaza,sakata / hasa,rhatjha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2085,schematic,skematies,umdwebosibonisi,okubonisa okwenzekayo,-sitfombetimphawu,umgwalosithombe,,drawing or picture,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2086,schematic drawing,skematiese tekening,umfanekisomdwebo,umzobo osebenzisa imiqondiso,umdvwebo wesitfombetimphawu,umgwalomatshwayo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2087,science,wetenskap,isayensi,inzululwazi / isayensi,isayensi,isayensi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2088,scientist,wetenskaplike,usosayensi,usonzululwazi / isazinzulu,sosayensi,usosayensi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2089,scissors,skêr,isikelo,isikere,sikelo,isikere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2090,score,merk,-qopha,ukukrwela,dvweba,thala,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2091,Scotch thistle,Skotse distel,ukhula,ukhula oluhlabayo / ukhakakhaka,umtfuma,ukanabo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2092,scrap,afval,izicucu / ingqobe,ubugoxo,tinkontonkonto,iinkorokoro / iinkrebhe,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2093,scratch,skrop / krap,-qhwanda / -qhwaya,ukuphanda,phandza,rhubha,verb,fowls,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2094,screw,skroef,isikulufo,isikrufu,sikulufu / skrufu,isikurufu,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2095,screwdriver,skroewedraaier,isikulufi,isikrudrayiva,skrufudrayiva / sikrudrayiva,isikurufudrayere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2096,screw top,skroefdop,ikhanda lesikulofo,isiciko,sivalo lesikrufelwako,isisibekelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2097,scriber,kraspen,isiqophi,isixhobo sokubhala,lusungulo lwekudvweba,isipikiri sokumerega / isipikiri sokuthala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2098,scroll saw,krulsaag / figuursaag,isaha,isixhobo sokuvelisa imilo / isarha yokukhupha imilo,lisahamdvwebo,isarha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2099,sea,see,ulwandle,ulwandle,lwandle,ilwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2100,sea breeze,seewind,unyele / umoya wasolwandle,impepho yaselwandle,umsinga waselwandle,ummoya ophuma elwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2101,seal,rob,imvu yamanzi,inja yaselwandle / intini,isili,isili,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2102,seal,verseël,-gcika / -vala,ukuvincga / ukutywina,nameka / vala,nameka / namathelisa / namathisela,verb,storage,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2103,sealed container,verseëlde houer,isitsha esivaliwe,inkonkxa evingciweyo / inkonkxa etywiniweyo,sicukatsi lesivalekile / sitfwali lesivalekile,isimumathi esinamekwako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2104,sea level,seevlak,ukuphakama kolwandle,umphakamo wolwandle,lizinga lekuphakama kwelwandle,ileveli yelwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2105,sea life / marine life,seelewe / mariene lewe,impilo yasolwandle,ezi phila elwandle,imphilo yaselwandle / lokuphila elwandle,ipilo yelwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2106,season,seisoen,isikhathi sonyaka,ixesha lonyaka,sikhatsi semnyaka,isikhathi somnyaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2107,sea water,seewater,amanzi olwandle,amanzi olwandle,emanti aselwandle,amanzi welwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2108,second / s,sekonde / s,umzuzwana / isekhondi,umzuzwana,umzuzwana,umzuzwana / isekhondi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2109,seed,saad,imbewu,imbewu,imbewu / inhlanyelo,imbewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2110,seed bed,saadbed,umbhede wembewu,ibhedi / isityalelo,umbhede wenhlanyelo / umbhede wembewu,isihlumiselambewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2111,seed box,saadkassie,ibhokisi lembewu,isizalelo / isikhongozeli sembewu,libhokisi lenhlanyelo / libhokisi lembewu,isikurwana sembewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2112,seed-case / seed-capsule,saadhuis / saadhuisie,igobolondo lembewu,isigqumathelo sembewu,sikhwama senhlanyelo / ligobongo lenhlanyelo,iqephe lembewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2113,seed-coat,saadhuid,isikhumba sembewu,isigqumathelo sembewu esomeleleyo,imphepheleti,ipepha yembewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2114,seed-eater,saadeter,isidlambewu,isidla-mbewu,sidlanhlanyelo,isidlambewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2115,seedling,saailing / saaiplant,isithombo,isithole,limila / sitfonjana,isitjadlwana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2116,seed-producing plant,saaddraende plant,isikhiqizambewu,isityalo esivelisa imbewu,sikhicitanhlanyelo / sikhicitambewu,isivezambewu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2117,segment,segment,izenga,ilungu,livenge,ilungu,,insects or worms,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2118,Sellotape,kleefband,ucwazi lokunamathelisa,iseloteyipu,iselothephu,iselotheyiphu,trademark,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2119,sense,sintuig,umuzwa,isiva-mvo,umuva,umuzwa,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2120,sensing circuit,aanvoelkring,umuzwa womgudu kagesi,isivi sombane / isivi-ntshukumo-mbane,sibambamnyakato,isekhethimizwa,,electronics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2121,sensor,sensor,inzwa,isivi sombane / isivi-ntshukumo-mbane,sibambangucuko,isizweleli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2122,sepal,kelkblaar,idlebe lembali,idlebe lentyatyambo / isephali,emadlebe embali,isephali,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2123,separate,skei,-hlukanisa,ukwahlula,ehlukanisa,hlukanisa,verb,experiments,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2124,sequential control,sekwensiële kontrole,ulawulohlelo,ulawulo lolandelelwano-zinto,kulawula ngekulandzelanisa,ilawulolandelwano,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2125,series,serie,ukulandelana / uchungechunge,uluhlu lweesekethi,luchungechunge,ilamano,,electricity,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2126,serrated edge,getande rand,-mazengazenga,isiphelo esinamazinyo,umphetfomavengevenge,umqoqomazinyo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2127,sewer,riool,ipayipi lendle,umjelo wamanzi amdaka,umgudvu wekucitsa inkhucunkhucu,umsele wekucukucu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2128,sewerage / sewage,riolering,ukuthuthwa kwendle,isuweji / umjelo wamanzi amdaka / ukuhanjiswa kwesuweji / ukuhanjiswa kwamanzi amdaka,emasu ekudvonsa inkhucunkhucu / umgudvu wekucitsa inkhucunkhucu,ikucukucu / iswiriji,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2129,sex,geslag,ubulili,isini,bulili,ubulili / ubuntu bomuntu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2130,sexual reproduction,seksuele voortplanting,ukuzalana ngokukhwelana / ukuzalana ngokulalana,ukuzala,kutalisana ngetitfo tebulili,izalaniswano / ibelethiswano,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2131,shade,skadu,umthunzi / ithunzi,umthunzi,umtfunti,umthunzi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2132,shadow,skaduwee,isithunzi,isithunzi,sitfunti,isithunzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2133,shaft,greep / steel,isibambo / umphini / ushafu,umphambo / umphini,sibambo,isibambo,,of e.g. tool or instrument,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2134,shake,skud,-xukuza / -shukuza,ukhlukuhla,hlukutisa / khuhlutisa / nyakatisa,khuhluza / kara,verb,experiments,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2135,shallow,vlak,-ngashoni / -ngajulile,elisisidibi / elingekho nzulu,-ngashoni,-ngatjhingiko / -ngazikiko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2136,shape,vorm,umumo,imilo,simo / umumo / umdvwebosimo,ijamo,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2137,shape,vorm,-bumba / -lolonga,bumba,bumba / bata,bumba,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2138,shaping,fatsoenering,ukubumba / ukulolonga,ukubumba,kubata / kubumba,ukutjhugulula ijamo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2139,sharp,skerp,-cijile,ebukhali / etsolo,bukhali / khaliphako / cijile,-bukhali,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2140,shave,skeer,-phuca / -gunda,ukutsheva / ukucheba,shefa,guda / tjhefa / rhuna,verb,,,,,,,,,,,
