id,eng,afr,tsn,nso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_natural_sciences_and_technology_dictionary_sotho_178,blow,waai,foka,tšutla / foka / budula / budulela / butšwetša,foka,verb,e.g. wind,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_179,blow off,wegwaai,tlhotlhora,hlohlorega / thinthega,butswela / fefola,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_180,blubber,walvisspek,mafura a ditshedimetsing,lebipi / lemipi,blubara / mafura a tlhapi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_181,blue,blou,botala / pududu,talalerata,bolou,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_182,blue-black,blouswart,bopududuntsho / bopududu jo bo tseneletseng,talalerataboso,bolou bo fifetseng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_183,blue wildebeest,blouwildebees,kgokong,kgokong,pudumo e putswa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_184,blunt nail,stomp nael,lenala le le borethe,mokobe / lenalakubegi,lenala le nthithi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_185,boat,boot,mokoro,seketswana,seketswana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_186,body,liggaam,sebele / mmele,mmele,mmele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_187,body shape,liggaamsvorm,popegommele,seemommele / sebopego sa mmele,sebopeho sa mmele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_188,body temperature,liggaamstemperatuur,bogotetsididi ba mmele / themperiêtšha ya mmele,themphereitšha ya mmele / phišo ya mmele,themperetjha ya mmele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_189,boil,kook,bedisa / bela,bela,bela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_190,boiled water,gekookte water,metsi a a bedisitsweng / metsi a a bedileng,meetse a a bedišitšwego / meetse a go bedišwa,metsi a bedisitsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_191,boiling water,kokende water,metsi a a belang,meetse a a belago,metsi a belang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_192,borehole,boorgat,sediba,petse,sediba se tjhekilweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_193,botanist,botanis,moithutadimela,moithutadimela / setsebadimela,moithutadimela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_194,botany,plantkunde / botanie,thutadimela,thutadimela,thuto ya dimela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_195,bottle,bottel,botlolo,lebotlelo / lebetlelo / lepotlelo,botlolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_196,bottle bank,bottelbank,bobeelobotlolo,bolotamabotlelo / bolotamabetlelo / bolotamapotlelo,polokelo ya dibotlolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_197,bottom,onderkant,letlase / botlase,botlase / bofase,botlase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_198,bottom layer,onderste laag,boalotlase,llaga ya ka tlase / llaga ya ka fase,bokatlase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_199,bow,boog,bora,bora,seqha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_200,bowl,bak,mogopo,moruswi / lefiso / paolo / thiswana,sejana / sekotlolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_201,brace,spanstuk,selogetsi,sethekgi / sengamaretši / preisi / breisi,setlami,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_202,brackish,brak,-letswatsana,tokago / galakago,letswayana,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_203,brackish water,brakwater,metsi a a letswatsana,meetse a go toka,metsi a letswayana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_204,bract,dekblaar,letlharethunya,lekalasekatšoba,lehlakupalesa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_205,brad,kleinkopspyker,sepekere,sepikišana,sepeketshana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_206,bradawl,spykerels,phunyo,borwana,elese / lehlabo la dipekere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_207,brake,rem,boriki / maremo,priki,boriki,,vehicle,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_208,bran,semels,moroko,ditshehla / prene / brene,ditlheferetsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_209,branch,tak,kala,lekala / lekabe,lekala,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_210,branch,vertak,fapoga,arogana,aroha / fapoha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_211,branch vein,sytak,letlhogela,lehlogedi / lehlomela,lekalana / mothatswana wa lekala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_212,brand name,handelsnaam,letshwaokgwebo,leinapapatši / leinatsebiši,letshwao la kgwebo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_213,brass,geelkoper,kgotlho,prase / brase,borase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_214,bread,brood,senkgwe / borotho,senkgwa / borotho,borotho / bohobe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_215,breadth,breedte,bophara,bophara,bophara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_216,break,breek,thuba / roba,roba / thuba / pšhatla / thokga,thuba / tjhwatla / roba / kgaola,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_217,breaker,brander,lekhubutona,lephotogolo,leqhubuhadi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_218,bream,kurper,tlhapi,primi,borimi,,fish,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_219,breath,asem,mowa,moya / mohamo,moya,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_220,breathe,asemhaal,hema,hema / buša moya,phefomoloha / hema,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_221,breathing,asemhaling,khemo,go hema / khemo / go buša moya,ho phefomoloha / ho hema,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_222,breed,teel,tsadisa / tsala,tswadišo,tswadisa / tswala,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_223,breeding,teelt / teling,tsadiso / tsalo,tswalo / hlatšo,ho tswadisa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_224,brick,baksteen,polwane / setena,setena,setene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_225,bricklayer,messelaar,mmopedi / mmeselara,moagi / mmeselane,seahi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_226,bridge,brug,moratho / leborogo,moratho / leporogo / letšibogo,borokgo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_227,brittle,bros,tšhwatlhegang bonolo / robegang bonolo / thubegang bonolo / robega bonolo,pšhatlegobonolo,e pshatlehang bonolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_228,bromothymol blue,broomtimol,boromothimolopududu,promothaemolo talalerata / bromothaemolo talalerata,boromothaemolo bolou,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_229,brood,broei,elama,alama / alamela,alama / fuama,verb,birds,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_230,broody,broeis,kelamo,kalamelo,alamang / fuamang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_231,brown rat,bruinrot,nthufe,lebudi / maholofetše / legotlotshotho,tadi e thokwa / tweba e thokwa / roto,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_232,brush,kwas,kwase / boratšhe,praše / braše / porosolo,borashe / borosolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_233,brush,kreupelhout,sekhu / sekhi,sethokgwana / lešukušukwane,dihlahlana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_234,bucket,emmer,kgamelo,pakete / emere,nkgo / emere / lebakete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_235,buckle,gespe,kgokedi / tšhesepore,tšhespere / tšhasepere,tjhasepere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_236,bud,botsel,lekukunya,lehlona / khupe,monoko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_237,budgerigar,grasparkiet / budjie,bajerika,patšerikari,bajerika / popokgae,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_238,build,bou,aga,aga,aha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_239,builder,bouer,moagi,moagi,moahi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_240,building,gebou,moago / kago,moago,moaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_241,building material,boumateriaal,sedirisokago / serekago / direkago,dikago,thepa ya ho aha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_242,bulb,bol,segwere,segwere / modunkgolo,kotola,,plants,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_243,bulb,bol,kgwere,palepo,hlohwana,,e.g. thermometer,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_244,bulb holder,gloeilamphouer,setshegetsakgwere,seswarapalepo / seswarabalepo,setshehetsa lebone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_245,bull,bul,poo,poo,poho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_246,bunch,bondel,setlhopha / sekgotlho,seboka / ntšhutšhu / ntšhutla,sehlopha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_247,bundle,bondel,ngata,ngata,ngatana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_248,Bunsen burner,Bunsen-brander,setukisi sa Bunsen,setšhumampara / penara ya Bunsen,Bensen bena,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_249,burette,buret,biyurete,purethe / burethe,barete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_250,burn,brand,-tuka / -tshuba / -fisa,tšhuma / fiša / swa,tjha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_251,burn wound / burn,brandwond,ntho ya molelo,tšhuna / ntho ya mollo,ho tjha / leqeba la mollo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_252,burrow,ondergrondse blyplek,letsatsa / mosima,letšaba,mokoti / mosima / tsatsa,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_253,burrow,grawe,epa,fata / epa,fata / epa / tjheka,verb,animals e.g. rabbits,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_254,burst,bars,phanya / thunya / thubega / phatlhoga,phatloga / thunya,phatloha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_255,bury,begrawe,epela / boloka / fitlha,boloka,epela / tsetela,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_256,bus,bus,bese,pese,bese,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_257,bush,struik,sekhu / sekhi,ntšhuhlana / ntšhuthana,sehlahla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_258,busy Lizzie,vlytige Liesbet,Lizzy,mohlašana wa Busy Lizzie,bizi Lizzie,,plant,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_259,butterfly,skoenlapper,serurubele,serururbele / ntsotsoku,serurubele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_260,buzzer,gonser,sebobori / setsibosise / sedumadumi,alamo / saerine / pasara,sebobolane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_261,cabbage,kool / kopkool,khabetšhe / kole,khabetšhe,khabetjhe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_262,cable,kabel,kheibole / kabole,thapo ya mohlakase / kheipole / kheibole,kheibole,,strong thick rope,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_263,cable-stayed bridge,swaaibrug / sweefbrug,morathokabole,leporogo la go thekgwa ke dikheipole / leporogo la go thekgwa ke dikheibole,borokgo bo leketlang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_264,cage,hok,hoko / serobe,kheitše,hoko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_265,calcium,kalsium,khalesiamo,khalsiamo,khalsiamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_266,calcium carbonate / carbonate of lime,kalsiumkarbonaat,khalesiamokhaboneiti,khalsiamokhaboneite / khaboneite ya kalaka / khaboneite ya laeme,kalaka,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_267,calculate,bereken,balela / bala,balela / khalekhuleita,se sebetsa / rarolla / bala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_268,calculation,berekening,go bala / palelo,khalkhuleišene,tshebetso / tharollo / palo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_269,calculator,rekenaar,sebaledi,khalkhuleitha,khalkhuleita / sebaladipalo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_270,calf,kalf,namane,namane / namanyana / lebotlana,namane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_271,calix,blomkelk,khalekisi,khalekse,khaliks,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_272,callipers,meetpasser,khaliphase,khalipara,khalipase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_273,cam,nok,kheme,kheme,kheme,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_274,camel,kameel,kamela,kamela,kamele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_275,camouflage,kamoeflering,kgakantshi,boipato / boiphihlakalefelo / khamafolatše,ho ikgakanya,,nature,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_276,camp,kamp,moraka / kampa,kampa,kampo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_277,can,blik,kane / tshitswana,khene,kotikoti,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_278,can,blik,khena,khena,boloka kotikoting,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_279,canal,kanaal,kanala,kanale,kanale,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_280,candle,kers,kerese,lekgantlele / lekerese,kerese,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_281,cane,rottang,letlhaka,lehlakanoka,lehlaka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_282,cane sugar,rietsuiker / sukrose,sukiri ya ngoba / sukiri ya letlhaka,mmoba,lehlaka la tswekere / mmoba,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_283,canine,hondagtig,losikaloontšwa,ya bompša,bontja,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_284,canine tooth,oogtand,lebolai,polai,leino la ntja,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_285,canister,houer / blik / kan,bolekane / thini / moteme,therankana / khanistara,bolekana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_286,canned product,ingemaakte produk / geblikte produk,dijobolekaneng / dijothining / dijomotemeng,sejobolokwakheneng / sejobolokwabolekaneng,sehlahiswa se bolokilweng ka lekotikoting,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_287,canning factory / cannery,inmaakfabriek,bokhenelo,faporiki ya go khena,faboriki ya dijo tsa makotikoti,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_288,canoe,kano,mokoro,mokoro / seketswanakota / khenu,mokoro / mokorwana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_289,capacitor,kapasitor,khaphasitha,khaphasitha,khaphasitha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_290,cape sparrow,mossie,tswere / serobele,phorogohlo,lefokotsane / serobele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_291,capsule,kapsule / saadomhulsel,kgapapeo,thapo,kgaketla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_292,car,motor,kara / sefatanaga / koloi / sejanaga,koloi / mmotoro / sefatanaga / sejanaga,koloi / mmotokara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_293,car battery,motorbattery,beterii ya koloi / beterii yasejanaga / beterii yasefatanaga / beterii ya kara,petri ya koloi / petri ya sefatanaga / petri ya mmotoro,beteri ya koloi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_294,carbohydrate,koolhidraat,khabohaetereiti,khapohaetreite,khabohaedreiti / khabohaetereiti,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_295,carbon,koolstof,khabono,khabone,khabone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_296,carbon dioxide,koolstofdioksied / koolsuurgas,khabonotaeokosaete,khabondaeoksaete,khabonedaeoksaete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_297,carbon monoxide,koolstofmonoksied,khabonomonokosaete,khabonmonoksaete,khabonemonoksaete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_298,cardboard,karton,papetla / khateboto,khatboto,khateboto,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_299,cargo,vrag,morwalo / thoto,thoto / morwalo / phahlo / phahla,thoto / morwalo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_300,carnation,angelier,khaneišene,khaneišene,khaneishene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_301,carnivore / meat-eating animal,karnivoor / vleiseter,sejanama / sebatana,sejanama / sebata,sejanama / sebatana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_302,carpenter,timmerman,mmetli,mmetli / khaphenthara,mmetli / sebetli,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_303,carpet,mat,khapete / mmetshe,mmete / khaphete,mmata / khapete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_304,carrion,aas,sebodu,setoto,nama e bolang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_305,carrion eater,aasvretende dier,sejadibodu,sejatoto,phoofolo e jang dibodu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_306,carrot,wortel,segwete,borotlolo / boretlele / kherote,sehwete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_307,cartilage,kraakbeen,lehihiri,lešetla / lehihiri / lehihiro,lefufuru,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_308,carton,kartonhouer,khatone,khathone / khatepokisi,lebokoso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_309,casting,gieting / gietwerk,popo,popo,popo ya tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_310,cast iron,gietyster,tshipitswako,tšhipi ya go bopa,tshepe ya ho bopa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_311,catalogue,katalogus,khathaloko,khathaloko,khathaloko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_312,catalyst,katalisator,motlhodi / setlhotlheletsi,sefetoši / khathalisti,khathalisti,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_313,catapult,katapult,sekitirekere / seragalejwe / keti,seragamabje / seraga / direkere,keti / seqha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_314,caterpillar,ruspe,mokone wa sebokosegi / maritshe,seboko,seboko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_315,cattle,beeste,dikgomo,dikgomo,dikgomo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_316,cattle fodder,veevoer,furu ya dikgomo,furu ya dikgomo / dijo tša dikgomo,furu ya dikgomo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_317,caustic,bytend,tlabolang / -fisang,khemikhale ye e tšhumago / khemikhale ye e fišago / khostiki,e bosota,,,,,,,,,,
