id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_80,basic principles of measurement,basiese beginsels van meting,isisekelomgomo sokulinganisa,imithetho-siseko esisiseko yokulinganisa / imithetho engundoqo yomlinganiselo / imigaqo engundoqo yomlinganiselo,umgomosisekelo wekukala,umgomosisekelo wokulinganisa,molawanatheo-tekanyo,metheotheo ya kelo,ditheo tsa motheo tsa ho lekanya,mulayo wa mutheo / beisi ya muelo,endlele ro sungula ra mapimele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_81,basis,basis,isisekelo / isisusa,isiseko,sisekelo,isisekelo,motheo / theo,theo,motheo,mutheo / beisi,masungulo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_82,become,word,yiba,ukuba / yiba,-ba,-ba,-nna,go ba,ho ba,-vha,-va / hundzuka,symbol ð,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_83,before,voor,ngaphambi,ngaphambi / phambi,embikwa / embikwe,ngaphambi kwa,pele ga,pele ga,pele,phanḓa ha,rhangela / emahlweni ka,preposition,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_84,before noon / a.m. / ante meridiem,voormiddag / vm.,ekuseni,ekuseni / phambi kwemini emaqanda / kusasa / ngentlazane,entsatsakusa / ekuseni,ngamasa / imini yekuseni / ekuseni,moso,mesong,pele ho nyene,matsheloni,nimixo,Abbreviation / Full form,,,,,,,,,,,,,,,,,,,,noun,m.
dsac_multilingual_mathematics_dictionary_r_to_6_85,beginning,begin / aanvang,ekuqaleni,ekuqaleni,sicalo / ekucaleni,ekuthomeni / emathomeni,tshimologo,mathomong,tshimolohong,mathomoni,masungulweni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_86,behind,agter,emuva / ngemuva,emva,ngemuva,emuva kwa,kwa morago ga,morago ga,ka mora,murahu,ndzhaku,preposition,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_87,below,onder,ngaphansi,ngezantsi / ngaphantsi,ngaphasi,ngaphasi kwa,tlase ga,ka fase,ka tlase,fhasi,ehansi ka,preposition,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_88,between,tussen,phakathi nendawo,phakathi,emkhatsini,hlangana na,magareng ga,magareng,dipakeng,vhukati,katikweni ka,preposition,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_89,big,groot,-khulu,nkulu / khulu,-khulu,khulu,kgolo,kgolo,kgolo,khulu,-kulu,"bigger, biggest",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_90,bigger than,groter as,-khulu kuna,enkudlwana kune / ngaphezu kwa,-khulu kuna,-khulu kuna,kgolo go,e feta / kgolo go / go feta / golo go,- kgolo ho,khulwane kha,-kulu eka / tlula,symbol / >,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_91,bill,rekening,iphepha lesaziso sezindleko,i-akhawunti,incwadzisikweleti / ibhili,ibhili,tshupamolato,tšhupamolato,sekoloto,mulandu,xikweleti / nkonta,noun,money owed,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_92,billion,biljoen,isigidimbili / ibhiliyoni,isigidi sezigidi,sigidzigidzi / ibhiliyoni,ibhiliyoni,bilione,bilione,bilione,biḽioni,biliyoni,Great Britain,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_93,binary,binêr,ziqumbili,esibini / izibini / ngamabini,ngakubili / ibhayinari,nquntumbili,sebedi,ka bobedi,bobedi,bainari,ximbirhi-mbirhi,adjective,,,,,,,zamanani,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_94,binary digit,binêre syfer,inombolo kaziqumbili,umvo wesibini / amanani angoonombini,tinombolo ngatimbili / tinombolo tebhayinari,idijithi enquntumbili,palosebedi,palo ya nomoropedi,palobobedi,didzhithi ya bainari,digiti ya ximbirhi-mbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_95,binary fraction,binêre breuk,iqhezu likaziqumbili,iqhezu lesibini / amaqhezu azizibini,lucetu lwebhayinari,icezu elinquntumbili,palophatlo-sebedi,palophatlopedi,sekoto sa palo bobedi,tshipiḓa tsha bainari,xiphemu xa ximbirhi-mbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_96,binary numbers,binêre getalle,izinombolo zikaziqumbili,iinombolo zesibini / ubhalo lwamanani ngezibini,tinombolo tebhayinari,iinomboro eziinquntumbili,dipalosebedi,dinomoropedi,dipalo tsa palo bobedi,nomboro dza bainari,tinomboro ta ximbirhi-mbirhi,usually used in the plural,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_97,binary operation / binary notation,binêre bewerking,izimpawu zikaziqumbili,umsebenzi wesibini / ukubala ngezibini / ubhalo lwamanani ngezibini / ubhalo lwezibini,umsebenti webhayinari,umbalo oquntumbili,mokwalopalo-sebedi,mongwalopalo wa nomoropedi,tsebetso ya palo bobedi,kuṅwalele kwa bainari,nxaxameto wa ximbirhi-mbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_98,binary system,binêre stelsel,uhlelo lwezinombolo zikaziqumbili,indlela yesibini / umiso lwezibini zamanani ngendlela,inchubo yebhayinari,irherho elinquntu-mbili,thulaganyosebedi,peakanyo ya nomoropedi,hlohlomelo ya palo bobedi,sisiṱeme ya bainari,sisiteme ya ximbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_99,bisector,halveerder,isinqamula kabili / umudwa onqamula kabili,isahlula-kubini / isicanda- kubini,ibhayisektha,ibhayisektha,molakaroganyo,mothaloseripagare / mothalosephatlolagare,mola o kgaohanyang,mutalokati / mutalophandekanyi,xiavanyisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_100,block,blok,ibhele,isambuku / ibhloko,ibhondela / iblokhi,ibhala,semika / noko,ploko,boloko,tshigwada / buḽoko / tshibuloko,xikatsa / buloko,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_101,block diagram,blokdiagram,umdwebo webhele,umfanekiso osisambuku / ibhloko yesazobe / ibhloko yedayagram,umdvwebo weblokhi,umfanekiso wamabhulogo,setshwantshomika,tshwantšho ya khutlonne / tshwantšho ya ploko,taekeramo ya boloko,nyolo ya buḽoko / daigiramu ya buḽoko,dayagiramu ya buloko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_102,block graph / bar chart,blokgrafiek,igrafu elisabhele,igrafu esisambuku / ibhloko yegrafu / igrafu yebhloko,igrafu leyibloki,igrafu yamabhulogo,kerafomika / kerafonoko,kerafo ya ploko,kerafo ya boloko,girafu ya buḽoko,girafu ya buloko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_103,BODMAS rule,BODMAS-reël,umthetho wokubala iBodmas,umthetho we-BODMAS / imigaqo yokubala / imigaqo yeBODMAS,umtsetfo weBODMAS,umthetho we-BODMAS,molao wa BODMAS,molao wa BODMAS,molawana wa BODMAS / molao wa BODMAS,mulayo wa BODMAS,nawu wa BODMAS,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_104,both,beide / albei,kokubili,zombini / bobabini,kokubili / -bili,-bili,ka bobedi,bobedi,ka bobedi,-vhili,vumbirhi / ha swimbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_105,bottom,bodem / boom,iphansi,umphantsi / umzantsi,lingephasi,ilingaphasi,botlase,fase,tlase,fhasi-fhasi / zwa nga fhasi,hansi / tshaku,,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_106,bottom,bodem / onderkant,ingaphansi,umphantsi / amazantsi,liphasi,-ngaphasi,letlase,botlase,bokatlase,tshiraho / fhasi,tshaku,,underside,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_107,box-shaped,boksvormig / kasvormig,okusabhokisi,bubhokisi / njengebhokisi,-sabhokisi,-sabhokisi / -njengebhokisi,sekalebokoso,sekalepokisi,sekalebokoso,sa bogisi / -ngaho bogisi,xibokisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_108,brackets,hakies,abakaki,izibiyeli,bakaki,iimbayana,masakana,mašakana,masakana,zwitange / buraketse,swiangi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_109,breadth / width,breedte,ububanzi,ububanzi,bubanti,ububanzi,bophara,bophara / bopepetla,bophara,vhuphara,vuanami,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_110,break up,opbreek,ncozulula / hlakaza,hlukanisa / uqhawuqhawula,hlahlela,hlukanisa,kgaoganya,aroganya,qhaqholla,u khethekanya / fhandekanya / u pwasha,tlhantlha,e.g. numbers,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_111,budget,begroting,uhlahlomali / uhlelomali / uhlinzekomali / ulwabiwomali,uhlahlo lwabiwo-mali / uqingqo-mali / ibhajethi,umcombelelo / ibhajethi,isabelo seemali / ibhajethi,tekanyetsokabo,tekanyetšo,ditekanyetso,mugaganyagwama,bajete / mpimanyeto,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_112,budget,begroot,aba imali / hlahla imali / hlela imali / hlinzeka imali,hlahla imali / qingqa imali / bhajetha,bhajetha / combelela,aba iimali / bhajetha,lekanyetsa,go lekanyetša,lekanyetsa,-gaganya,bajeta / pimanyeta,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_113,button,knop,inkinobho,iqhosha,likinobho / sifacato / inkhinobho,ikunujana / ikunubhe,konopo / talama,konopi,konopo,bathoni,batheni,,calculator,pie,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_114,buy,koop,thenga,thenga / ukuthenga,tsenga,thenga,reka,reka,reka,-renga,xava,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_115,by means of,deur middel van,ngendlela yoku / ngoku / nga,ngendlela ye / nge / nga / ngo,nga / nge,nga,ka,ka mokgwa wa,ka tshebediso,nga nḓila ya / nga u shumisa,hi / hi endlele ra / hi ku tirhisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_116,calculate,bereken,bala,bala / ukubala,bala,balisisa,balela,šoma / humana / bala,sebenza / rarolla,-rekanya / -shuma mbalo / vhalela,khakhuleta / hlayela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_117,calculate mentally,doen hoofrekene,bala ngekhanda,bala ngengqondo / ukubala ngengqondo,bala ngengcondvo / bala ngenhloko,balisisa ngehloko,balela ka tlhogo,šoma ka hlogo,sebenza ka hlooho,u shuma mbalo / rekanya nga muhumbulo / u vhalela muhumbuloni,hlayela hi nhloko / khakhuleta hi nhloko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_118,calculating key,berekeningsleutel / sakrekenaarsleutel,inkinobho yokubala,iqhosha lokubala,likinobho lekubala / inkhinobho yekubala / sifacato sekubala,ikunujana yokubalisisa,konopopalelo,khii ya palelo,konopo tshebetso / tshupane ya ho fumana,khii ya u shuma mbalo / khii ya u rekanya / khii ya u vhalela,khiya ro hlayela / khiya ro khakhuleta,,calculator,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_119,calculation,berekening,ukubala,ubalo,kubala,ukubalisisa,palelo,palelo,tshebetso / tharollo,u shuma mbalo / rekanya / u vhalela,nkhakhuleto / nhlayelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_120,calculation problem,berekeningsprobleem,isibalo esidinga ukuxazululwa,ingxaki yobalo / isibalo,sibalo,isibalo,paleloraraane,palotharollwa ya go balela,tharollo ya bothata,u shuma mbalo dza maipfi / thaidzo ya u vhalela,xitoloveto xa nkhakhuleto / xiphiqo xa nkhakhuleto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_121,calculation rule,berekeningsreël,umthetho wokubala,umthetho wobalo / umgaqo wokubala,umtsetfo wekubala,umthetho wokubalisisa,molaopalelo,molao wa palelo,molawana wa tharollo,mulayo wa u shuma mbalo / mulayo wa u rekanya mbalo / mulayo wa u vhalela,nawu wa nkhakhuleto / nawu wa nhlayelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_122,calculator,sakrekenaar,isibali / umshini wokubala,umatshini wokubala / isixhobo sokubala / ikhaltyhuleyitha,sibali / ikhalikhuletha,isibalisisi,sebaledi,sebaledi,khalkhuleita,tshishumambalo / tshirekanyi / khaḽikhuḽeitha / Tshivhaleli,xihlayelo / khakhuleyita,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_123,calculator calculation,sakrekenaarberekening / rekenmasjienberekening,isibalwangamshini / isibalo esidinga isibali,isibalo somatshini wokubala / ukubala ngesixhobo sokubala / ukubala ngekhaltyhuleyitha,kubala ngesibali / sibalo sesibali,ukubalisisa kwesibalisisi,palelo ya sebaledi,palelo ya sebaledi,tharollo ka khalkhuleita,u shuma mbalo nga tshishumambalo / murekanyo nga tshirekanyi,nkhakhuleto wa khakhuleyita,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_124,calculator dialogue box,sakrekenaardialoogblokkie,ubuso bomshini wokubala,isakhelo esineglasi somatshini wokubala / ubuso besibalo,lifasitelo lesibali,ubuso besibalisisi,tshupapalelo,sekrini sa sebadi,sekirini sa khalkhuleita,tshikirini tsha tshishumambalo / tshikirini tsha tshirekanyi,xikirini xa khakhuleyita,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_125,calculator game,sakrekenaarspeletjie,umdlalosibali,umdlalo womatshini wokubala / umdlalo wokubala / umdlalo wekhaltyhuleyitha,umdlalo wesibali,umdlalo wesibalisisi,motshamekopalo,papadi ya sebaledi,papadi ya khalkhuleita,mutambo nga tshishumambalo / mutambo nga tshirekanyi / mutambo wa u vhalela,ntlangu wa khakhuleyita,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_126,calendar,kalender / almanak,isibalizinsuku / ikhalenda,ikhalenda,ikhalenda / i-alimanaki,ikhalenda / i-almanaka,kalentara / tshupamatlha / alemanaka,tšhupamabaka,alemanaka / khalendara,khaḽenda,khalendara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_127,capacity,kapasiteit / volume / inhoud,umthamo,umthamo,umtsamo / ummumatfo,umthamo,mothamo,boteng / mothamo,mothamo,nḓadzo / khaphasithi,vundzeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_128,cardinal number / cardinal,kardinaalgetal / hoofgetal,inombolonhloko,inani elikhulu / inani lentsusa,ikhadinalinombolo,inani leenomboro,lebalapalo,palokgoboko / lebalapalo / palogohle,palo ya tsona,nomboro ya khadinaḽa / khadinaḽa,khadinali xidzi / nomboro-xidzi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_129,cardioid,hartkromme / kardioïed,okusanhliziyo,i-cardioid / umilo olubuntliziyo,-sanhlitiyo / ikhadiyoyidi,ijamo elibuhliziyo,sebopegopelo,sebopego sa pelo,sekapelo,buna / tshivhumbeo tsha mbilu,ximbilu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_130,carry out,uitvoer / voer uit,enza / qhuba / feza,yenza / -enza,enta,enza,diragatsa,dira / šoma,phethahatsa,-shuma / -ita,endla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_131,CE key / clear entry key,kanselleersleutel,isicishinombolo,iqhosha le-CE / i-CE khi / iqhosha lokucima ubalo,sifacatosisulo,ikunujana ye- CE / ikunujana esula okutjha,konopophimodi,khii ya CE / khiiphumula / khii ya go phumula,konopo ya CE,khii ya CE / khii ya u khakhulula / khii ya u lulamisa,batheni ya CE,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_132,cent,sent,isenti,isenti,lisenti / isenti,isende,sente,sente,sente,peni / senthe,sente / peni,,symbol c / money,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_133,centimetre / cm,sentimeter / cm,isentimitha / isiganyana / ibangana,isentimitha,isentimitha / lisentimitha,isenthimitha,sentimetara,sentimetara,sentimitara,senthimitha,sentimitara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_134,centre,middelpunt / sentrum,inkaba / iphakathi nendawo,isazulu,inkhaba / ekhatsi nekhatsi,ikaba / isentha,bogare,bogare,bohare,vhukati,xikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_135,century,eeu,ikhulunyaka / ikhulu leminyaka,inkulungwane,umnyakakhulu,ikhuluminyaka / ikhulu leminyaka,ngwagakgolo,ngwagakgolo,mongwahakgolo,sentshari / miṅwaha ya ḓana,lembe-xidzana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_136,change,kleingeld,ushintshi,itshintshi,intjintji,itjhentjhi / itjintji,maditshalelo / tšhentšhi,tšhentšhi,tjhentjhe,tshintshi / shandukisa,cinci,,money,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_137,change,verander,shintsha,utshintsho / tshintsha,ntjintja / gucula / gucuka,tjhentjha,thuba / fetola,tšhentšha,fetola / tjhentjha,-shanduka / -tshintsha,cinca,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_138,chart,tabel,ishadi,itshathi,lishadi,itjhadi,papetla,tšhate,tjhate,tshati,chati,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_139,check,kontroleer,hlola / cubungula,ukukhangela / jonga,phenya / hlola,hlola,tlhotlhomisa / sekaseka,lekola,lekola,tsheka,kambela,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_140,cheque,tjek,isheke,itshekhi,lisheke,itjhege,tšheke,tšheke,tjheke,tsheke,cheke,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_141,choose,kies,khetha / tomula / qoka,khetha,khetsa,khetha,tlhopha,kgetha,kgetha,-nanga,hlawula / langa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_142,circle,sirkel,isiyingi / indilinga,isangqa,indingilizi / kakela / indilinga / siyingi,isiyingilizi / indulungu,sediko,sediko,sedikadikwe,tshitendeledzi,xirhendzevutana / sekele,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_143,circular,sirkelvormig,okusandilinga,esisangqa,-sandilinga / -sandingilizi,sasiyingilizi / sandulunga,-sediko,ya nkgokolo,e sedikadikwe,tshivhumbeo tsha tshitendeledzi,xa xirhendzevutana,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_144,circumference,omtrek,umjikelezo wesiyingi / umjikelezo wendilinga / umjikelezondilinga / umjikelezosiyingi,isazinge / ubude besazinge,umjikeleto,umzombe womzombhelezo,sedikiso,sedikadikwe,sekhamferense,muelotenge,ndzhendzhelekoxirhendzevutana / sikhamferense,,relating to a circle,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_145,C key,kanselleersleutel,isicishanombolo,iqhosha lika-C / iqhosha i-C / i-C khi,inkhinobho-c,ikunujana esulako,konopophimodi,khii ya C / khii ya go phumula,konopo ya C,khii ya u thutha,batheni ya C,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_146,classify,klassifiseer / indeel,hlela ngononina,hlela,hlela / hlelembisa,hlukanisa ngamaklasi / hlukanisa ngeenqhema,arologanya / rulaganya,hlopha / go beakanya,hlophisa,-dzudzanya / -vhekanya,ntlawahata,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_147,clear,uitwis,cisha,cima / ize,cima / cisha / sula,sula,phimola,phumula,phumula,-phumula / -thutha,sula / basisa / nkwangula,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_148,click,klik,chofoza,yenza isandi / cofa,chafata / facata,ukuklika / ukuqhwarhaza,tobetsa,tobetša,tobetsa,u kiḽika / -puṱedza,tlokonyota,,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_149,clock,horlosie,iwashi,iwotshi,liwashi,iwatjhi,tshupanako,sešupanako,watjhe,watshi,wachi / xikomba-nkarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_150,clock face / face of the clock,gesig van die horlosie,ubuso bewashi,ubuso bewotshi,buso beliwashi,ubuso bewatjhi,sefatlatshupanako,sefahlego sa sešupanako / bokapele bja sešupanako,sefahleho sa watjhe,phanḓa ha watshi,xikandza xa wachi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_151,clockwise,klokgewys,njengokuhamba kwewashi,ejikelezela ngasekunene,umjikelelosekudla / umjikelosawashi,khambisana nomzombe wewatjhi / jikelezela ngesidleni,mojeng,mmagojeng,motsamao wa watjhe,tshi watshi,fambelo-tlhelo ra xikomba-nkarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_152,close / near,naby,sondele / duze,kufuphi / sondeleyo / kufutshane,dvute,tjhideleko,gaufi,kgauswi,haufi,tsini,kusuhi,"closer, closest / adverb",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_153,closed,geslote,gimbici / valekile,valekileyo / evalekileyo,-valiwe / -valekile,valiweko,tswaletswe,tswalegile,kwetswe,-valeaho / valwa,pfalekile,see also open shape / adjective,shapes,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_154,clue,wenk / aanduiding,inkombasisombululo / insizasisombululo,umkhondo / ufifi,umkhondvo / insita / iklu,umtlhala / isifaniselo / umkhondo,motlhala,tlhahli / mohlala,lesedi,nḓila / kubuli,vuthala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_155,code,kode,isazisi / ikhodi,ikhowudi,ikhodi,ikhowudi / umtlolofihlo,khoutu,khoutu,khoutu,khoudu,khodi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_156,code number,kodenommer,inombolosazisi / ikhodinombolo,inombolo yekhowudi,ikhodinombolo / ikhodinamba,inomboro yekhowudi,palotlhaolo,nomoro ya khoutu,nomoro ya khoutu,nomboro ya khoudu,nomboro ya khodi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_157,coin,munt / muntstuk,uhlamvumali / uhlamvu lwemali,ukhozo lwemali / ingqekembe,luhlavumali / buhohlo / ikhoyini,ihlavu yemali,papetlana / ledi,tšhelete ya tšhipi,tjhelete ya tshepe,ḽingwende / khoini,xingwece,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_158,collect,insamel,qoqa,qokelela,gcogca,buthelela,kgobokanya / kokoanya,kgoboketša,bokeletsa,-kuvhanganya,hlengeleta,,statistics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_159,colour,kleur,umbala,umbala,umbala / idayi / ipendi,umbala / umfunda,mmala,mmala,mmala,muvhala / u khaḽara / u khiraya / u pennda,muhlovo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_160,column,kolom,uhla / uhlu / ikhalamu,uluhlu / ikholam,ikholomu,ikholomu,kolomo,kholomo,kholomo,khoḽumu,kholomo,,,,,,,,,,,,,,,,,,,,,,
