id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_2028,rotation,rotasie,mumono,ndzhendzheleko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2029,rotted plant matter,verrotte plantmateriaal,zwa tshimela tsho sinaho / khwakhwa,swibolwa-swa-swimilana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2030,rough,grof,-hwasa,magojigoji,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2031,rough sand,growwe sand,muṱavha u hwasaho,sava ra maribye,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2032,round,rond,-mutengelele / -raundu / -tshitendeledzi,xirhendzevutana,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2033,round-bottomed flask,rondeboomfles,fuḽasiki ya raundu / fuḽasiki ya mutengelele / fuḽasiki ya tshitendeledzi,fulasiki ya tshaku ra xirhendzevutana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2034,rowing boat,roeiboot,tshikwekwete,xikwekwetsu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2035,rub,vryf,raba,rhaba / khuhla / rhidimba / hondlola,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2036,rubber,rubber,raba,rhaba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2037,rubber band,rek,luḽekere,xirhekedyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2038,rubber covering,rubberbedekking,tshiputeli tsha raba,xiphutsela-rhaba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2039,rubber-soled shoes,rubbersoolskoene,zwienda zwa solo ya raba,tintanghu ta soli ya rhaba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2040,rubber tube,rubberbuis,lupaipi lwa raba,chubu ya rhaba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2041,rubbish,afval,thukhwi / tshika,thyaka / malakatsa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2042,rubbish dump,vullishoop / afvalhoop,ḓaleḓaleni / tshiuthuluni,tala / ndhawu yo fumba malakatsa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2043,ruler,liniaal,ruḽa,rhula / xipimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2044,ruminant,herkouer,tshidzeuli,xiharhi xo gayela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2045,runner,rank,lutande,ximilana-navalala / ximilana-andlala / xitsondzeri / ritshimbo / navo,,plant,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2046,runner bean / scarlet runner,rankboontjie,muṋawa u tandaho,nyawa / nyawa yo nava / nyawa yo tsondzela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2047,rust,roes,vhulali,rhosi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2048,sack,sak,saga,nkwama / saka,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2049,saddle,saal,tshifarambeu / tshidzulambeu,xivelekelo xa nxikwa,,earthworm,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2050,safety,veiligheid,tsireledzo / mbulungelo,vuhlayiseki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2051,safety measure / precaution,veiligheidsmaatreël,maga a tsireledzo / maga a mbulungelo,vuxiyaxiya / ku tivonela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2052,sail,seil,-alama,tluta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2053,salamander,salamander,lusalamanda,nkolombyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2054,salt / sodium chloride / table salt,sout,muṋo,munyu / tlilorayidi ya sodiyamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2055,saltpetre,salpeter / kaliumnitraat,muṋo musili,munyu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2056,saltpetre acid,salpetersuur,soḽophitha esidi,asidi ya munyu / asidi ya salpetra,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2057,saltpetre solution,salpeteroplossing,tshiluḓi tsha soḽiphitha,soluxeni ya munyu / n’oko wa salpetra,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2058,samp,stampmielies,tshiḓammba,xitampu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2059,sample,monster,sambula / tshiedzwa,sampulu / xikombiso,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2060,sand,sand,muṱavha,sava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2061,sand casting,sandgieting,u bveledza gwadamuṱavha,nhlanganiso wa sava ni nsimbhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2062,sand dune / dune,sandduin / duin,ndunduma ya muṱavha / thulwi ya muṱavha,ndhundhuma ya sava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2063,sander,skuurder / skuurmasjien,tshiswaledzeli,muchini wo sayiniphepha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2064,sand-filter,sandfilter,muṱoḓo wa muṱavha,sefo ya misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2065,sanding,afskuring,swaledzela / kulutedza,ku kulutswela / ku sayiniphepha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2066,sandpaper,skuurpapier,saniohepha / sandiphepha,sayini-phepha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2067,sandstorm,stofstorm,ḓumbu ḽa muṱavha,bubutsa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2068,sandy soil,sandgrond,mavu tshiṱavha,ntlhava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2069,sapwood,saphout / spinthout,gwati,xihantana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2070,satellite,satelliet,satheḽaithi,sathelayiti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2071,saturated,versadig,ṋwelaho,xo xurha / xo hliki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2072,saturated solution,versadigde oplossing,tshiluḓi tsho ṋwelaho,n’oko wo hliki / n’oko wo xurha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2073,saturation point,versadigingspunt,magumoni a munwelo,vugima-musi byo xurha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2074,saw,saag,saha,saha,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2075,sawdust,saagsels,masahelo / sodasi,ritshuri ra mapulanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2076,sawing,saagwerk,saha,ku saha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2077,sawmill,saagmeule,feme ya mabulannga,feme ya mapulanga / xisaha-mapulanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2078,scale,skub,makwanda,gegetsu,noun,of fish,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2079,scale,skaal,tshikali tsha mapa,xikalo xa mepe,,maps,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2080,scale,weegskaal,tshikalo,xikalo,,for weighing,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2081,scale measurement,skaalmeting / skaalafmeting,muelo wa tshikeili,mpimo wa xikalo wa mepe,,maps,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2082,scatter,strooi,balangana / phaḓalala,hangalasa / haxa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2083,schematic,skematies,nyolonyedziseli,mpfampfarhuto,,drawing or picture,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2084,schematic drawing,skematiese tekening,nyolonyedziseli,mpfampfarhuto,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2085,science,wetenskap,saintsi,vutivi / sayense,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2086,scientist,wetenskaplike,rasaintsi,musayense / mutivi wa sayense,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2087,scissors,skêr,tshigero,xikero / xigerho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2088,score,merk,-kora,xeka / tsema,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2089,Scotch thistle,Skotse distel,shashe,mutwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2090,scrap,afval,tshikirepe,xikirepe,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2091,scratch,skrop / krap,-fhala,handza,verb,fowls,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2092,screw,skroef,tshikurufu,xikurufu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2093,screwdriver,skroewedraaier,tshikuruḓiraiva,xikurufudirayivha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2094,screw top,skroefdop,tshithivho,nhloko ya xikurufu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2095,scriber,kraspen,tshikori / tshikomvoli,xifunghi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2096,scroll saw,krulsaag / figuursaag,saha ya tshikrolo,saha ya swifaniso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2097,sea,see,lwanzhe,lwandle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2098,sea breeze,seewind,mufhe murwelashangoni,rimoyana / mheho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2099,seal,rob,siḽi,sili,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2100,seal,verseël,-thivha / -shatela,pfala ngqhi!,verb,storage,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2101,sealed container,verseëlde houer,mudzio wo valeaho / mudzio wo shatelwaho,xihlayiselo xo pfaleka ngqhi!,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2102,sea level,seevlak,ḽeveḽe ya lwanzhe / ndili,mpimo wa lwandle / mpimo wa vuhenhla bya lwandle / ndzingano ni lwandle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2103,sea life / marine life,seelewe / mariene lewe,vhutshilo ha lwanzheni,b vutomi bya le lwandle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2104,season,seisoen,khalaṅwaha,nguva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2105,sea water,seewater,maḓi a lwanzhe,mati ya lwandle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2106,second / s,sekonde / s,sekende / muthethe,sekoni,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2107,seed,saad,mbeu / thanga,mbewu / ndzoho / nhlampfu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2108,seed bed,saadbed,tshiraba,xibyalelo / ximiriselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2109,seed box,saadkassie,bogisi ḽa tshiraba / tshifarambwanana,bokisi ra mbewu / mfuku ya mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2110,seed-case / seed-capsule,saadhuis / saadhuisie,ganda ḽa mbeu,xiphambati xa mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2111,seed-coat,saadhuid,lukanda lwa mbeu,xiphambati xa mbewu / khamba ra mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2112,seed-eater,saadeter,tshiḽambeu,xidya-mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2113,seedling,saailing / saaiplant,mbwanana / tshimedzwa,ximilana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2114,seed-producing plant,saaddraende plant,tshibebambeu / tshiaṋwambeu,ximila xa mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2115,segment,segment,tshipiḓa / dungo,xiphemu,,insects or worms,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2116,sense,sintuig,tshipfi,switwi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2117,sensing circuit,aanvoelkring,sekhethe ya vhupfi,sekete yo sensa,,electronics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2118,sensor,sensor,vhupfi,xisensi / sensara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2119,sepal,kelkblaar,sephaḽa / kuṱari,tluka / xifumbarheli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2120,separate,skei,-fhandekanya / -fhambanya,hambanyisa,verb,experiments,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2121,sequential control,sekwensiële kontrole,ndangothevhekano,malawulele hi ku landzelelana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2122,series,serie,serisi / mutevhe,makhulukele ya gezi ya nandzelelano,,electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2123,serrated edge,getande rand,matungo a maṅeleṅedzha,makumu ya ximeno,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2124,sewer,riool,mulonga wa maḓi / malaṱwa,phayiphi ya nkululo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2125,sewerage / sewage,riolering,soredzhi,nkululo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2126,sex,geslag,mbeu,rimbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2127,sexual reproduction,seksuele voortplanting,mbebo ya vhudzekani,vutumbuluxi bya xinuna ni xisati / vutumbuluxi hi mbewu ya xinuna na xisati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2128,shade,skadu,murunzi,ndzhuti,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2129,shadow,skaduwee,murunzi,ndzhuti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2130,shaft,greep / steel,shafuthi,mbhinyi / xikhomo,,of e.g. tool or instrument,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2131,shake,skud,-tzhukutsha / -kutzhakutzha,hlanganisela / dludla,verb,experiments,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2132,shallow,vlak,songo tsaho,ku nga entangi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2133,shape,vorm,tshivhumbeo,xivumbeko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2134,shape,vorm,-ṋea tshivhumbeo,vumba,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2135,shaping,fatsoenering,shandukisa tshivhumbeo,ku vumba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2136,sharp,skerp,fhiraho / vha na ṱhodzi,ku kariha / ku tontswa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2137,shave,skeer,-vheula / palula,byevula / chevha,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2138,shear force,afskuiwing / skuifspanning,maanḓa a u pwasha,matimba yo rhetisa,,mechanics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2139,shears,skaapskêr,ḽigero,xigerho / xikerho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2140,sheath,skede,ṱarithikho,kamba,,plants,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2141,shed,skuur,shethe / zhazha,dladla / xedhe,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2142,shed,afgooi,-ḓuvhudza / -wisa,dzudza / dzuvula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2143,sheep,skaap,nngu,nyimpfu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2144,shell,dop,gwangwa / ganda,kamba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2145,shell-covered,met ‘n dop,re na gwangwa / re na ganda,xa xiphambati / xa xele / xa kamba,,e.g. tortoise,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2146,shell-less,doploos,tshayagwangwa / si na gwangwa / si na ganda,xikala-kamba / xo ke kamba,,e.g. egg,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2147,shell structure,paneelstruktuur,tshiimiswa nga magwangwa,xivumbeko xa kamba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2148,shiny,blink,penyaho / khanyaho,xo vangama / xo n’wetsima / xo hatima,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2149,shore,strand,khunzikhunzini,ribuwu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2150,short circuit / short,kortsluiting,phambanyiso ya shotho,nkavanyeto wa nkhuluko wa gezi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2151,short-circuit,kortsluit,-shothisa,nkavanyeto wa nkhuluko wa gezi,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2152,shrub,struik,tshiṱaka,magungu / xijanana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2153,SI / Système International d’Unités,SI / Système International d’Unités,SI,SI,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2154,Siamese twins,Siamese tweeling,malwelavanḓa a siamese / malwelavanḓa o ṱumanaho,mahahlwa ya Siamese / mahahlwa yo khomana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2155,side root,sywortel,matavhi a mudzi,rimitsu-mpambuka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2156,sideways,sywaarts,matungo,matlhelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2157,sieve,sif,sefo,sefo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2158,sift,sif,-sefa,hluta / sefa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2159,sight,sig,u vhona,ku vona,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2160,signal,sein,ngafhadzo / tshieletshedzi,xitsundzuxo / xileriso / xikoweto,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2161,signal,sein,-afhadza,koweta / tsundzuxa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2162,silhouette,silhoeët,dunzi,ndzhuti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2163,silicon,silikon,siḽikhoni,silikhoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2164,silicone,silikoon,siḽikhounu,silikhoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2165,silk,sy,siliga,silika,,thread from silkworms,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2166,silk,sy,sila,silika,,cloth,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2167,silkworm,sywurm,tshivhungu tsha siliga,xivungu xa silika,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2168,silkworm egg,sywurmeier,gumba ḽa tshivhungu tsha siliga,tandza ra xivungu xa silika,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2169,silkworm moth,sywurmmot,tshisusu tsha sunzi ḽa siliga,phaphatana ra xivungu xa silika,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2170,silver,silwer,siḽiva,silivhere,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2171,silver plating,silwerplatering,vhuḓodzasi;liva,mphutselo hi silivhere,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2172,similar,eenders,fanaho,swo fana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2173,simmer,prut,xaxara / vholoma,virisa / phyaphyarhisa / byabyisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2174,simultaneous,tegelykertyd / terselfdertyd,khathihi / mazha,hi nkarhi wun’we / xikan’we,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2175,single,enkel,ṱhe / thihi / woga,xin’we,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2176,sink,afsak,-ṋuvhela / -mbwandamela / -ṋupela,mbombomela / dzika / nyupela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2177,sisal,sisal,tshikwenga / musaga,byewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2178,site,bouterrein,fhethu,ndhawu / xivandla,,e.g. building site,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2179,size,grootte,muelo,mpimo / vukulu / sayizi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2180,skeleton,skelet,muhangarambo,nkongotlo / xikeletoni,,bones of person or animal,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2181,skeleton,skelet,muteo,xikeletoni,,basic structure of an object,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2182,sketch,skets,mvetamveto / tshiketshe,mpfampfarhuto / xikece / xifaniso / mpimaniso,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2183,sketch,skets,-vetaveta / -talatadza,pfampfarhuta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2184,skew,skeef,sendama / kombama / peama,homboloka / khotseka / gombonyoka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2185,skill,vaardigheid,vhutsila / vhukoni,vuswikoti,,ability to do something well,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2186,skill,vaardigheid,nḓivho / tshikili,vuswikoti,,type of work or activity requiring special training and knowledge,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2187,skin,vel,lukanda / mukumba,nhlonge / dzovo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2188,skull,skedel,dethele,xipalapala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2189,sky,lug,lutombo,xibakabaka / tilo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2190,slaked lime,gebluste kalk,ḽaimi yo kamiswaho / ḽaimi yo ṋukadzwaho,kalaka yo endla hi mati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2191,slaughter,slag,-ṱhavha / -shidzha,dlaya / tlhava,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2192,sleeve,mou,tshanḓa,voko ra xiambalo,,of e.g. shirt,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2193,sleeve,huls,siḽivi,xihlanganisi / xilivhi,,engineering,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2194,slide,skyfie,siḽaidi,xilayidi,noun,microscope,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2195,slide,kleurskyfie,siḽaidi,xilayidi,noun,photography,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2196,slimy,slymerig,-suvhaho,xo rheta,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2197,slimy trail,slymspoor,vhukando ha khumba,lembu,,snails,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2198,slope,helling / skuinste,ṱhuluwo / tshivhanga,xiehlo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2199,slot,gleuf,kubuli / lubuli,xikhalonyana / xindhawana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2200,slow down,vertraag,fhungudza luvhilo,hunguta rivilo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2201,sluice,watervoor,pontshi,xipfala-pfula mati / xilusi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2202,smear,vlek,nḓodzo / u shata / u ḓodza,tshuva,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2203,smear,smeer,-ḓodza / -shata,tota / mbyindla / phyarha,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2204,smell,reuk,u fembedza / u ṋukhedza,ku nun’hweta,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2205,smog,rookmis,buluvhutsi,ntsuvi / ximoko / musi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2206,smoke,rook,mutsi / vhutsi,musi / ximoko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2207,smoke control,rookbeheer,ndango ya vhutsi,ku lawula musi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2208,smooth,glad,-suvhelelaho / -tswavhelele,xo rhetela,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2209,snail,slak,khumba,humba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2210,snake,slang,ṋowa,nyoka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2211,sniffle,snuif,u fema,nun’hwetela / mpfikula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2212,snout,snoet,ningo ndapfu,nhompfu yo leha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2213,snow,sneeu,mahaḓa,gamboko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2214,soak,deurweek,kama,loveka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2215,sod,sooi,gwada,nhova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2216,soil / ground,grond,mavu,misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2217,soil sample,grondmonster,sambula ya mavu,sampulu ya misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2218,soil type,grondtipe / grondsoort,lushaka lwa mavu,muxaka wa misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2219,solar energy,sonenergie,fulufulu ḽa ḓuvha,matimba ya dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2220,solar panel,sonpaneel,soḽaphaneḽe,phanele ya matimba ya dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2221,solar power,sonkrag,maanḓa a ḓuvha,matimba ya dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2222,solder,soldeersel,mutobvu,xisoloderisi / xisoloderi / ntsofhu / ntsotsoselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2223,soldering,soldering,swolodela,ku solodela,,,,,,,,
