id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_2224,soldering flux,smeltmiddel,lupuse lwa u swolodela / tshileḓisi tsha u swolodela,xisoloderi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2225,solenoid,solenoïed,solenoidi,solonoyidi,,electronics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2226,solid,vaste stof,tshiomate,ku tiya / ku oma,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2227,solid,solied,-tsho omaho,xo oma / xo tiya,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2228,solid food,vaste kos,zwiḽiwa tshiomate,swakudya swo tiya / swakudya swo oma,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2229,solid particle,vaste deeltjie,tshilavhi tshitalu,xiphemu xo tiya / xiphemu xo oma,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2230,solid state,vaste toestand,zwa tshiomate,xiyimo xo tiya / xiyimo xo oma,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2231,solubility,oplosbaarheid,vhuṋwelo,n’oko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2232,soluble,oplosbaar,ṋweledzaho / ṋwaho,xo n’oka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2233,soluble substance,oplosbare stof,tshinweleli,nchumu wo n’oka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2234,solute,opgeloste stof,tshinweleli,xin’okisi,,chemistry,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2235,solution,oplossing,tshiluḓi,soluxini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2236,solvent,oplosmiddel,tshinwelisi / tshiṋokisi,xin’okisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2237,soot,roet,mudziri / midziri,nsiti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2238,source,bron / oorsprong,tshiko,xipfelerisi / xihlovo,,e.g. electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2239,south,suid,tshipembe,dzonga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2240,south-east,suid-oos,tshipembe-vhubvaḓuvha,dzonga-vuxa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2241,south pole,suidpool,phouḽu ya tshipembe,pholi ya dzonga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2242,south-seeking pole / south pole,suidsoekende pool / suidpool,phouḽu tsumbatshipembe,tlhelo ra dzonga ra maginete / pholi ya dzonga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2243,south-west,suid-wes,tshipembe-vhukovhela,dzonga-vupeladyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2244,sow,saai,-zwala,byala,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2245,sowing time,planttyd,tshifhinga tsha u zwala,nkarhi wo byala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2246,soya bean,sojaboon,ṋawa,nyawa ya soya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2247,space,ruimte,tshikhala,xivandla / mpfhuka / vundzeni / ndhawu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2248,space suit,ruimtepak,suthu ya vhaendazwikhalani,mpahla ya van’waswibamubamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2249,sparrow,mossie,ṱhongola,xindzingiri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2250,spatula,spatel,sipatula / spatula,xipatula / xilepulana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2251,species,spesie,lushaka,mixaka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2252,specification,spesifikasie,vhusumbedzi / zwidodombedzwa,xipimelo / xiringanisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2253,specimen,monster,tsumbo,xikombiso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2254,specimen jar,monsterfles,tshifaratsumbo,jara ya nkombiso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2255,speckle,spikkel,dondo,mfungho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2256,speed,spoed,luvhi,rivilo / ringhwetlo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2257,sperm,sperm,mbeu,mbewu ya xinuna / vudzonyo / xipeme,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2258,sphere,sfeer / bol,khungulu,xirhendzevutana / ribolo,noun,shape,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2259,spider,spinnekop,buvhi,pume,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2260,spider diagram,spinnekopdiagram,nyolobuvhi,dayagiramu-xipume / xifaniso xa pume,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2261,spiky,skerp,-sa lubuvhi / -ngaho mupfa,xa mithodzwi,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2262,spin,tol,-mona / -dzunguluwa,ndziwuluta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2263,spinach,spinasie,tshipinishi,xipinichi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2264,spiral,spiraal,mutandedzo,xa ntsondzelo / xa xipiringi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2265,spiral,spiraal,-tandedza,tsondzela,verb,"design, staircase",,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2266,spiral-shaped,spiraalvormig,tandedzaho,xa ntsondzelo / xa xipiringi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2267,spirit burner,spirituslampie / spiritusbrander,tshikenzekenze,xichuvambara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2268,splint,spalk,tshiṱanga,xihlangalala,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2269,splinter,splinter / spaander,lufhanza,ripantsu / xilavi / xipetlu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2270,split,verdeel,-fhandekanya / -fhandula,avanyisa / hambanisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2271,sponge,spons,tshipontshi,xiponci / xiponji,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2272,spore,spoor,luaradzi,mbewu,,ferns,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2273,spout,tuit,lubuli / mulomo,ximbhovana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2274,spray,sproei,-fafadzela,fafazela / fufutela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2275,spray can,spuitkan,tshifafadzeli,xikotela xo fufutela / xithinana xo fufutela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2276,spread,versprei,-phaḓalala,hangalasa,verb,e.g. water vapour,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2277,spread out,versprei,phaḓalala / navha,ku hangalaka / ku nava,,plants,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2278,spring,lente,luṱavula / luṱumalurere,ximun’wana,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2279,springbuck,springbok,tsepe,mhala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2280,spring rain,lentereën,mvula ya luṱavula,mpfula ya ximun’wana / mpfula yo sewula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2281,sprinkle,sprinkel,-shasha,-fafazela / n’wan’wasela / cheleta ximpfula,verb,e.g. irrigation system,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2282,sprocket,kettingrat,sprokethe / tshiprokethe,xipurokete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2283,spruce,sparden,danda ḽa zwipopola,ntsandze,noun,tree,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2284,spur,spoor,tshimbi,ximbhi,noun,e.g. birds,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2285,stability,stabiliteit,vhudziki,ntshamiseko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2286,stabilize,stabiliseer,-dzikisa,tshamisekisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2287,stage,stadium,ḽiga,xiyimo,,of development or life cycle,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2288,stair,trap,tshiṱepisi,xitepisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2289,stalk,stingel,mukonyi,rinhi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2290,stallion,hings,bere ya nduna,nkunzi / hanci ya xinuna,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2291,stamen,meeldraad,luṱameni,xitshama-mbewu ya xinuna,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2292,stamina / endurance,stamina / uithouvermoë,konḓelela / vhukonḓeleli,ntiyiselo / matimba / ntamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2293,stand,staander,thitiki / thikho,xiyimiso / xitende,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2294,standard unit,standaardeenheid,muelondinganyiswa,yuniti ya mpimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2295,starch,stysel,tshiṱatshi,xitachi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2296,state / phase / form,toestand / staat,nyimele,xiyimo / xivumbeko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2297,static electricity,statiese elektrisiteit,muḓagasitseṱano / muḓagasikhuṱano,gezi ra nkhuhlano,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2298,stationary,stilstaande / onbeweeglik,-imaho,xo yima,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2299,steam,stoom,mutsiḓi,nkahelo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2300,steam cooker,stoompot,tshibika nga mutsiḓi / tshibika nga tshitimu,xisweka hi nkahelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2301,steam energy,stoomkrag,fulufulu ḽa mutsiḓi,matimba ya nkahelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2302,steam iron,stoomstrykyster,aini ya mutsiḓi / aini ya tshitimu,ayini ya nkahelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2303,steamship / steamer,stoomskip,tshikepe tsha tshitimu / tshikepe tsha mutsiḓi,xikepe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2304,steel,staal,tsimbi,nsimbhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2305,steel wool,staalwol,tshitiḽiwuḽu,xitiliwulu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2306,stem,stingel,tsinde,nsinya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2307,stencil,sjabloon,tshitensela,xitensele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2308,sterilize,steriliseer,-kunakisa / -vhulaha zwitshili,xuva / ku dlaya switsongwatsongwana,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2309,stick,stok,thanda,nkhavi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2310,sticky,klewerig,nambatela,xo namarhela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2311,sticky tape,kleefband,theiphi i nambatelaho,thepi yo namarhela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2312,stiffness,styfheid,u khwaṱha,ku nga khotseki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2313,stigma,stempel,tshiṱigima / tshiṱanganedzamuvula / tshiwelamuvula,xikangatela-mbewu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2314,stimulus,stimulus,tshinyanyuli,xinyanyuri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2315,stir,roer,-ritha,hakasa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2316,stomach,maag,thumbu / thumbuthumbu / tshiḽelo,khwiri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2317,stone / pit,pit,thambo,nchila / nyungu,noun,fruit,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2318,stone,ontpit,-bvisa thambo,susa nyungu,verb,fruit,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2319,stopcock,afsluitkraan,tshivalo,xipfula-pfala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2320,stopper,stopper,tshithivho / tshivalo / stopara,xipfalo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2321,storage,berging,u vhulunga,vuhlayiselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2322,storage tank,opgaartenk,thannge ya u vhulungela,thangi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2323,store,berg,-vhulunga,hlayisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2324,stored energy / potential energy,opgegaarde energie / potensiaalenergie,fulufulu ḽo vhulungwaho,matimba yo hlayiseka / matimba yo hlayisiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2325,storm water,stormwater,mukumbela,hobomulano,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2326,strainer,vergiettes,sefo,sefo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2327,stratosphere,stratosfeer,strathofia,sitirofiya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2328,straw,strooi,maṱanga,ritlhongwe,,dried stems of e.g. wheat,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2329,straw,strooitjie,strou,xitswongi,,tube e.g. used in experiments,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2330,strawberry,aarbeiplant,musṱrouberi,muharabeyi,,plant,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2331,strawberry,aarbei,sṱrouberi,tiharabeyi,,fruit,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2332,stream,stroom,ludambwana,xinambyana / xinkobyana,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2333,strength,sterkte,u dzia / u khwaṱha,matimba / ntamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2334,stretch,rek,-tatamuwa,tsanyula / tsanyusa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2335,string,tou / lyn,muḓali,rincindha,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2336,strip,strook,lumveru / luvhemba / lumengu,xitoki / xitiripi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2337,strip,afstroop,-kwatula / -swotola,vandla / kwamula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2338,stripe,streep,mitalatala,mikhwazi / xitiripi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2339,strong wind,sterk wind,ḓumbu,xidzedze,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2340,structure,struktuur,tshifhaṱo,xivumbeko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2341,strut,stut,thikho,xitiysis,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2342,sturdy,stewig,khwaṱhaho,xo tiya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2343,style,styl,tshitaila,xikhoma-xiluva / nsinya wa xiluva / xirhelelo,noun,of a flower,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2344,substance,stof,tshithu / tshishumiswa,nchumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2345,subsurface water / underground water,grondwater / ondergrondse water,maḓi a fhasi,nthavelo / ximbyarumbyaru / mati ya le hansi ka misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2346,suckle,soog,mamisa,an’wisa / -mamisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2347,suction,suiging / suigkrag,mutswonzwo,ntswongo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2348,suffocate,versmoor,fa nga tshipfundamuya,talelwa / tlimbeka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2349,sugar,suiker,swigiri / tshugela,chukele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2350,sugar cane,suikerriet,movha / mphwe,mova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2351,sugar crystal,suikerkristal,thoro dza swigiri / thoro dza tshugela,gadi ra chukele / ndzoho ya chukele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2352,sugar mill,suikermeule,tshigayo tsha swigiri / tshigayo tsha tshugela,xigayo xa chukele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2353,sugar plantation,suikerplantasie,tsiṅwa ya movha,nsimu ya mova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2354,suitable ground,geskikte grond,mavu o fanelaho,misava yo fanela,,e.g. agriculture,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2355,sulphur,swael,salfa,salifa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2356,sulphur dioxide,swaeldioksied,salfa daioksaidi,dayokisayidi-xivavula / dayokisayidi-salifa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2357,sulphuric acid,swaelsuur,salferiki esidi,asidi ya salifariki / xivavula xa salifariki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2358,summer,somer,tshilimo,ximumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2359,summer rainfall region,somerreënvalstreek,dzingu ḽa mvula ya tshilimo,ndhawu ya mpfula ya ximumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2360,summer vegetable,somergroente,miroho ya tshilimo,matsavu ya ximumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2361,sun,son,ḓuvha,dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2362,sunbird,suikerbekkie,tshiṋoni tshiṱuku / phinimini,nyenyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2363,sunflower plant,sonneblomplant,mulivhaḓuvha,xiluva xa oyili / ximila xa xiluva xa dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2364,sunflower seed,sonneblomsaad,mbeu ya mulivhaḓuvha,mbewu ya xiluva xa oyili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2365,sunlight,sonlig,masana / tshedza tsha ḓuvha / maṱalazaza,masana / ku vonakala / ku vonakala ka dyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2366,supersonic,supersonies,tsha luvhilo,xa rivilo ku tlula mpfumawulo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2367,supple,soepel,leḓaho,xo tsanyukatsanyuka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2368,supplement,aanvulling,tshiswikisedzi / tshiengedzi,xiengeteri / xitlhandlekelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2369,supply,voorraad,ṋetshedzo,nkavelo / mphakelo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2370,supply,verskaf / lewer,ṋetshedza,phakela / avela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2371,support,stut,thikho,xiphandze / phuphu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2372,support,ondersteun,-tika,seketela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2373,surf,swerf / deurblaai,fhenḓa,ku lavisisa / ku valanga,verb,the Internet,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2374,surface,oppervlak,vhunnḓa,vuandlalo / riandlalo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2375,surface area,oppervlakte,muelo wa nyalo,byandlalo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2376,surface water,oppervlakwater,maḓi a nnḓa,mati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2377,surround,omring,-tingedzela,rhendzela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2378,surroundings,omgewing,vhupo / fhethu,ndhawu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2379,survive,oorleef,hanya / ponya / tshila,ku hanya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2380,suspend,hang,fhahea / nembeledza,ku hayeka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2381,suspender,hanger,tshifhahei,xihayeki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2382,suspension,suspensie / vering,tshinembeledzi,sasipenxini / swihayeki,,e.g. a vehicle,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2383,suspension,suspensie,muvanganyo / muvango,swilavi,,e.g. experiments,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2384,suspension bridge,swaaibrug / sweefbrug / hangbrug,burohophahewa,buloho ro hayekiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2385,sustain,onderhou,bveledza / tsireledza,hlayisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2386,swallow,swaeltjie,ṱhambelamaḓi,nyenga / mbewulana / ndzewulana,noun,bird,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2387,swallow,sluk,-mila,mita,verb,food,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2388,sweet pea,pronkertjie,eregisi,erekisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_2389,sweet potato,patat,murambo,nhlata,,,,,,,,
